['-0.01', '+0.93', '-0.47', '-0.26', '+0.01', '+0.07', '+0.00', '+0.00', 3]
['+0.06', '+0.15', '-0.29', '-0.22', '-0.05', '-0.12', '+0.00', '+0.00', 2]
['+0.06', '+0.14', '-0.27', '-0.22', '-0.05', '-0.11', '+0.00', '+0.00', 2]
['+0.05', '+0.14', '-0.26', '-0.18', '-0.06', '-0.10', '+0.00', '+0.00', 2]
['+0.05', '+0.14', '-0.26', '-0.21', '-0.06', '-0.10', '+0.00', '+0.00', 0]
['+0.05', '+0.13', '-0.26', '-0.23', '-0.07', '-0.10', '+0.00', '+0.00', 0]
['+0.05', '+0.13', '-0.25', '-0.24', '-0.07', '-0.09', '+0.00', '+0.00', 2]
['+0.04', '+0.13', '-0.26', '-0.19', '-0.08', '-0.11', '+0.00', '+0.00', 2]
['+0.04', '+0.12', '-0.26', '-0.22', '-0.08', '-0.11', '+0.00', '+0.00', 0]
['+0.04', '+0.12', '-0.27', '-0.19', '-0.09', '-0.12', '+0.00', '+0.00', 2]
['+0.04', '+0.12', '-0.27', '-0.22', '-0.09', '-0.12', '+0.00', '+0.00', 0]
['+0.03', '+0.11', '-0.25', '-0.20', '-0.10', '-0.12', '+0.00', '+0.00', 2]
['+0.03', '+0.11', '-0.24', '-0.17', '-0.11', '-0.11', '+0.00', '+0.00', 2]
['+0.03', '+0.11', '-0.25', '-0.20', '-0.11', '-0.07', '+0.00', '+0.00', 1]
['+0.03', '+0.11', '-0.25', '-0.18', '-0.11', '-0.08', '+0.00', '+0.00', 2]
['+0.02', '+0.10', '-0.25', '-0.21', '-0.12', '-0.08', '+0.00', '+0.00', 0]
['+0.02', '+0.10', '-0.23', '-0.20', '-0.12', '-0.07', '+0.00', '+0.00', 2]
['+0.02', '+0.10', '-0.21', '-0.17', '-0.12', '-0.06', '+0.00', '+0.00', 2]
['+0.02', '+0.09', '-0.21', '-0.20', '-0.13', '-0.06', '+0.00', '+0.00', 0]
['+0.01', '+0.09', '-0.19', '-0.18', '-0.13', '-0.04', '+0.00', '+0.00', 2]
['+0.01', '+0.09', '-0.19', '-0.21', '-0.13', '-0.04', '+0.00', '+0.00', 0]
['+0.01', '+0.09', '-0.19', '-0.17', '-0.13', '-0.06', '+0.00', '+0.00', 2]
['+0.01', '+0.08', '-0.19', '-0.19', '-0.14', '-0.06', '+0.00', '+0.00', 0]
['+0.01', '+0.08', '-0.18', '-0.20', '-0.14', '-0.05', '+0.00', '+0.00', 2]
['+0.01', '+0.08', '-0.17', '-0.18', '-0.14', '-0.05', '+0.00', '+0.00', 2]
['+0.00', '+0.07', '-0.15', '-0.18', '-0.14', '-0.04', '+0.00', '+0.00', 2]
['+0.00', '+0.07', '-0.16', '-0.17', '-0.14', '-0.05', '+0.00', '+0.00', 2]
['+0.00', '+0.07', '-0.15', '-0.17', '-0.15', '-0.05', '+0.00', '+0.00', 2]
['-0.00', '+0.07', '-0.14', '-0.17', '-0.15', '-0.05', '+0.00', '+0.00', 2]
['-0.00', '+0.06', '-0.14', '-0.14', '-0.15', '-0.06', '+0.00', '+0.00', 2]
['-0.00', '+0.06', '-0.15', '-0.16', '-0.15', '-0.03', '+0.00', '+0.00', 1]
['-0.01', '+0.06', '-0.15', '-0.12', '-0.16', '-0.04', '+0.00', '+0.00', 2]
['-0.01', '+0.06', '-0.15', '-0.15', '-0.16', '-0.04', '+0.00', '+0.00', 0]
['-0.01', '+0.06', '-0.15', '-0.18', '-0.16', '-0.04', '+0.00', '+0.00', 0]
['-0.01', '+0.05', '-0.14', '-0.14', '-0.16', '-0.04', '+0.00', '+0.00', 2]
['-0.01', '+0.05', '-0.15', '-0.17', '-0.16', '+0.00', '+0.00', '+0.00', 1]
['-0.01', '+0.05', '-0.14', '-0.16', '-0.16', '-0.00', '+0.00', '+0.00', 2]
['-0.01', '+0.05', '-0.13', '-0.15', '-0.16', '-0.01', '+0.00', '+0.00', 2]
['-0.02', '+0.04', '-0.11', '-0.15', '-0.16', '+0.01', '+0.00', '+0.00', 2]
['-0.02', '+0.04', '-0.09', '-0.11', '-0.16', '+0.02', '+0.00', '+0.00', 2]
['-0.02', '+0.04', '-0.09', '-0.14', '-0.16', '+0.02', '+0.00', '+0.00', 0]
['-0.02', '+0.04', '-0.07', '-0.11', '-0.16', '+0.02', '+0.00', '+0.00', 2]
['-0.02', '+0.04', '-0.07', '-0.13', '-0.16', '+0.02', '+0.00', '+0.00', 0]
['-0.02', '+0.03', '-0.07', '-0.10', '-0.16', '+0.00', '+0.00', '+0.00', 2]
['-0.02', '+0.03', '-0.07', '-0.13', '-0.16', '+0.00', '+0.00', '+0.00', 0]
['-0.02', '+0.03', '-0.07', '-0.13', '-0.16', '+0.00', '+0.00', '+0.00', 2]
['-0.02', '+0.03', '-0.06', '-0.11', '-0.16', '+0.00', '+0.00', '+0.00', 2]
['-0.02', '+0.03', '-0.06', '-0.14', '-0.16', '+0.00', '+0.00', '+0.00', 0]
['-0.02', '+0.03', '-0.03', '-0.11', '-0.16', '+0.01', '+0.00', '+0.00', 2]
['-0.02', '+0.02', '-0.03', '-0.14', '-0.16', '+0.01', '+0.00', '+0.00', 0]
['-0.02', '+0.02', '-0.02', '-0.14', '-0.16', '+0.02', '+0.00', '+0.00', 2]
['-0.02', '+0.02', '-0.02', '-0.12', '-0.16', '+0.01', '+0.00', '+0.00', 2]
['-0.02', '+0.02', '-0.02', '-0.10', '-0.15', '+0.00', '+0.00', '+0.00', 2]
['-0.02', '+0.02', '-0.03', '-0.13', '-0.15', '+0.05', '+0.00', '+0.00', 1]
['-0.02', '+0.01', '-0.01', '-0.09', '-0.15', '+0.05', '+0.00', '+0.00', 2]
['-0.02', '+0.01', '-0.01', '-0.12', '-0.15', '+0.05', '+0.00', '+0.00', 0]
['-0.02', '+0.01', '-0.01', '-0.11', '-0.15', '+0.04', '+0.00', '+0.00', 2]
['-0.02', '+0.01', '-0.00', '-0.08', '-0.13', '+0.30', '+1.00', '+0.00', 2]
['-0.02', '+0.01', '-0.01', '-0.09', '-0.11', '+0.38', '+1.00', '+0.00', 0]
['-0.02', '+0.01', '-0.01', '-0.12', '-0.09', '+0.45', '+1.00', '+0.00', 0]
['-0.02', '+0.01', '-0.02', '-0.09', '-0.07', '+0.43', '+1.00', '+0.00', 2]
['-0.02', '+0.00', '-0.02', '-0.12', '-0.05', '+0.45', '+1.00', '+0.00', 0]
['-0.02', '+0.00', '-0.03', '-0.11', '-0.02', '+0.43', '+1.00', '+0.00', 2]
['-0.02', '+0.00', '-0.04', '-0.11', '-0.00', '+0.42', '+0.00', '+0.00', 2]
['-0.02', '-0.00', '-0.03', '-0.14', '+0.02', '+0.37', '+0.00', '+1.00', 3]
['-0.02', '-0.00', '-0.01', '-0.08', '+0.03', '+0.27', '+1.00', '+1.00', 2]
['-0.02', '-0.00', '-0.01', '-0.06', '+0.04', '+0.20', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.01', '-0.03', '+0.04', '+0.12', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.01', '-0.01', '+0.05', '+0.04', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '+0.01', '+0.05', '-0.02', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '+0.02', '+0.04', '-0.07', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '+0.03', '+0.04', '-0.11', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '+0.04', '+0.03', '-0.12', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '+0.04', '+0.02', '-0.12', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '+0.03', '+0.02', '-0.10', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '+0.02', '+0.02', '-0.08', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '+0.02', '+0.01', '-0.06', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '+0.01', '+0.01', '-0.04', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '+0.01', '+0.01', '-0.03', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '+0.01', '+0.01', '-0.03', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '+0.01', '+0.00', '-0.04', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '+0.01', '+0.00', '-0.05', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '-0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '-0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '-0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '-0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '-0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '-0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['-0.02', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.01', '+0.93', '-0.51', '-0.26', '+0.01', '+0.08', '+0.00', '+0.00', 3]
['-0.02', '+0.93', '-0.50', '-0.29', '+0.01', '+0.05', '+0.00', '+0.00', 3]
['-0.02', '+0.92', '-0.49', '-0.31', '+0.01', '+0.01', '+0.00', '+0.00', 3]
['-0.02', '+0.92', '-0.48', '-0.34', '+0.01', '-0.04', '+0.00', '+0.00', 3]
['-0.03', '+0.91', '-0.47', '-0.37', '+0.01', '-0.07', '+0.00', '+0.00', 3]
['-0.03', '+0.91', '-0.47', '-0.39', '+0.00', '-0.10', '+0.00', '+0.00', 3]
['-0.04', '+0.90', '-0.46', '-0.42', '-0.00', '-0.14', '+0.00', '+0.00', 3]
['-0.04', '+0.89', '-0.45', '-0.45', '-0.01', '-0.18', '+0.00', '+0.00', 3]
['-0.05', '+0.89', '-0.45', '-0.47', '-0.02', '-0.18', '+0.00', '+0.00', 0]
['-0.05', '+0.88', '-0.45', '-0.50', '-0.03', '-0.18', '+0.00', '+0.00', 0]
['-0.06', '+0.87', '-0.45', '-0.53', '-0.04', '-0.18', '+0.00', '+0.00', 0]
['-0.06', '+0.86', '-0.45', '-0.55', '-0.05', '-0.18', '+0.00', '+0.00', 0]
['-0.07', '+0.86', '-0.45', '-0.58', '-0.06', '-0.18', '+0.00', '+0.00', 0]
['-0.07', '+0.85', '-0.45', '-0.61', '-0.07', '-0.18', '+0.00', '+0.00', 0]
['-0.08', '+0.84', '-0.45', '-0.63', '-0.08', '-0.18', '+0.00', '+0.00', 0]
['-0.08', '+0.83', '-0.45', '-0.66', '-0.08', '-0.18', '+0.00', '+0.00', 0]
['-0.08', '+0.82', '-0.45', '-0.69', '-0.09', '-0.18', '+0.00', '+0.00', 0]
['-0.09', '+0.81', '-0.45', '-0.71', '-0.10', '-0.18', '+0.00', '+0.00', 0]
['-0.09', '+0.79', '-0.45', '-0.74', '-0.11', '-0.18', '+0.00', '+0.00', 0]
['-0.10', '+0.78', '-0.45', '-0.77', '-0.12', '-0.18', '+0.00', '+0.00', 0]
['-0.10', '+0.77', '-0.45', '-0.79', '-0.13', '-0.18', '+0.00', '+0.00', 0]
['-0.11', '+0.76', '-0.45', '-0.82', '-0.14', '-0.18', '+0.00', '+0.00', 0]
['-0.11', '+0.75', '-0.43', '-0.80', '-0.15', '-0.18', '+0.00', '+0.00', 2]
['-0.12', '+0.74', '-0.43', '-0.78', '-0.16', '-0.18', '+0.00', '+0.00', 2]
['-0.12', '+0.72', '-0.44', '-0.80', '-0.16', '-0.14', '+0.00', '+0.00', 1]
['-0.12', '+0.71', '-0.43', '-0.80', '-0.17', '-0.14', '+0.00', '+0.00', 2]
['-0.13', '+0.70', '-0.42', '-0.80', '-0.18', '-0.14', '+0.00', '+0.00', 2]
['-0.13', '+0.69', '-0.39', '-0.76', '-0.18', '-0.12', '+0.00', '+0.00', 2]
['-0.14', '+0.68', '-0.39', '-0.76', '-0.19', '-0.13', '+0.00', '+0.00', 2]
['-0.14', '+0.67', '-0.36', '-0.73', '-0.19', '-0.12', '+0.00', '+0.00', 2]
['-0.14', '+0.66', '-0.35', '-0.73', '-0.20', '-0.12', '+0.00', '+0.00', 2]
['-0.15', '+0.64', '-0.33', '-0.70', '-0.21', '-0.11', '+0.00', '+0.00', 2]
['-0.15', '+0.63', '-0.30', '-0.68', '-0.21', '-0.09', '+0.00', '+0.00', 2]
['-0.15', '+0.62', '-0.28', '-0.66', '-0.21', '-0.09', '+0.00', '+0.00', 2]
['-0.16', '+0.61', '-0.26', '-0.63', '-0.22', '-0.09', '+0.00', '+0.00', 2]
['-0.16', '+0.61', '-0.26', '-0.63', '-0.22', '-0.10', '+0.00', '+0.00', 2]
['-0.16', '+0.60', '-0.25', '-0.59', '-0.23', '-0.11', '+0.00', '+0.00', 2]
['-0.16', '+0.59', '-0.26', '-0.61', '-0.23', '-0.07', '+0.00', '+0.00', 1]
['-0.17', '+0.58', '-0.23', '-0.58', '-0.24', '-0.06', '+0.00', '+0.00', 2]
['-0.17', '+0.57', '-0.23', '-0.60', '-0.24', '-0.06', '+0.00', '+0.00', 0]
['-0.17', '+0.56', '-0.23', '-0.59', '-0.24', '-0.08', '+0.00', '+0.00', 2]
['-0.17', '+0.55', '-0.22', '-0.55', '-0.25', '-0.09', '+0.00', '+0.00', 2]
['-0.18', '+0.54', '-0.23', '-0.58', '-0.25', '-0.05', '+0.00', '+0.00', 1]
['-0.18', '+0.54', '-0.22', '-0.53', '-0.25', '-0.06', '+0.00', '+0.00', 2]
['-0.18', '+0.53', '-0.22', '-0.56', '-0.26', '-0.06', '+0.00', '+0.00', 0]
['-0.18', '+0.52', '-0.19', '-0.52', '-0.26', '-0.06', '+0.00', '+0.00', 2]
['-0.18', '+0.51', '-0.20', '-0.55', '-0.26', '-0.02', '+0.00', '+0.00', 1]
['-0.19', '+0.50', '-0.20', '-0.53', '-0.26', '-0.04', '+0.00', '+0.00', 2]
['-0.19', '+0.50', '-0.19', '-0.52', '-0.27', '-0.04', '+0.00', '+0.00', 2]
['-0.19', '+0.49', '-0.16', '-0.51', '-0.27', '-0.03', '+0.00', '+0.00', 2]
['-0.19', '+0.48', '-0.14', '-0.49', '-0.27', '-0.03', '+0.00', '+0.00', 2]
['-0.19', '+0.47', '-0.10', '-0.46', '-0.27', '-0.02', '+0.00', '+0.00', 2]
['-0.19', '+0.47', '-0.11', '-0.48', '-0.27', '+0.02', '+0.00', '+0.00', 1]
['-0.19', '+0.46', '-0.11', '-0.48', '-0.27', '+0.00', '+0.00', '+0.00', 2]
['-0.20', '+0.45', '-0.09', '-0.46', '-0.27', '+0.00', '+0.00', '+0.00', 2]
['-0.20', '+0.45', '-0.06', '-0.44', '-0.27', '+0.02', '+0.00', '+0.00', 2]
['-0.20', '+0.44', '-0.06', '-0.46', '-0.27', '+0.02', '+0.00', '+0.00', 0]
['-0.20', '+0.43', '-0.05', '-0.45', '-0.27', '+0.01', '+0.00', '+0.00', 2]
['-0.20', '+0.43', '-0.03', '-0.43', '-0.27', '+0.01', '+0.00', '+0.00', 2]
['-0.20', '+0.42', '-0.05', '-0.45', '-0.26', '+0.05', '+0.00', '+0.00', 1]
['-0.20', '+0.41', '-0.02', '-0.45', '-0.26', '+0.07', '+0.00', '+0.00', 2]
['-0.20', '+0.41', '+0.01', '-0.43', '-0.26', '+0.08', '+0.00', '+0.00', 2]
['-0.20', '+0.40', '+0.04', '-0.40', '-0.25', '+0.09', '+0.00', '+0.00', 2]
['-0.20', '+0.39', '+0.05', '-0.37', '-0.25', '+0.07', '+0.00', '+0.00', 2]
['-0.20', '+0.39', '+0.05', '-0.40', '-0.24', '+0.07', '+0.00', '+0.00', 0]
['-0.20', '+0.38', '+0.05', '-0.37', '-0.24', '+0.06', '+0.00', '+0.00', 2]
['-0.20', '+0.38', '+0.05', '-0.40', '-0.24', '+0.06', '+0.00', '+0.00', 0]
['-0.19', '+0.37', '+0.07', '-0.39', '-0.23', '+0.07', '+0.00', '+0.00', 2]
['-0.19', '+0.37', '+0.09', '-0.37', '-0.23', '+0.06', '+0.00', '+0.00', 2]
['-0.19', '+0.36', '+0.11', '-0.34', '-0.23', '+0.06', '+0.00', '+0.00', 2]
['-0.19', '+0.36', '+0.10', '-0.36', '-0.22', '+0.11', '+0.00', '+0.00', 1]
['-0.19', '+0.35', '+0.10', '-0.33', '-0.22', '+0.09', '+0.00', '+0.00', 2]
['-0.19', '+0.35', '+0.10', '-0.36', '-0.21', '+0.09', '+0.00', '+0.00', 0]
['-0.19', '+0.34', '+0.12', '-0.36', '-0.21', '+0.10', '+0.00', '+0.00', 2]
['-0.19', '+0.33', '+0.15', '-0.35', '-0.20', '+0.12', '+0.00', '+0.00', 2]
['-0.18', '+0.33', '+0.15', '-0.33', '-0.20', '+0.10', '+0.00', '+0.00', 2]
['-0.18', '+0.32', '+0.15', '-0.35', '-0.19', '+0.10', '+0.00', '+0.00', 0]
['-0.18', '+0.32', '+0.17', '-0.34', '-0.19', '+0.11', '+0.00', '+0.00', 2]
['-0.18', '+0.31', '+0.18', '-0.32', '-0.18', '+0.11', '+0.00', '+0.00', 2]
['-0.18', '+0.31', '+0.19', '-0.32', '-0.18', '+0.12', '+0.00', '+0.00', 2]
['-0.18', '+0.30', '+0.20', '-0.30', '-0.17', '+0.11', '+0.00', '+0.00', 2]
['-0.17', '+0.30', '+0.20', '-0.33', '-0.17', '+0.11', '+0.00', '+0.00', 0]
['-0.17', '+0.30', '+0.21', '-0.31', '-0.16', '+0.11', '+0.00', '+0.00', 2]
['-0.17', '+0.29', '+0.21', '-0.28', '-0.15', '+0.10', '+0.00', '+0.00', 2]
['-0.17', '+0.29', '+0.21', '-0.31', '-0.15', '+0.10', '+0.00', '+0.00', 0]
['-0.16', '+0.28', '+0.23', '-0.31', '-0.14', '+0.11', '+0.00', '+0.00', 2]
['-0.16', '+0.28', '+0.24', '-0.27', '-0.14', '+0.11', '+0.00', '+0.00', 2]
['-0.16', '+0.27', '+0.24', '-0.29', '-0.13', '+0.11', '+0.00', '+0.00', 0]
['-0.16', '+0.27', '+0.25', '-0.28', '-0.13', '+0.11', '+0.00', '+0.00', 2]
['-0.15', '+0.26', '+0.25', '-0.31', '-0.12', '+0.11', '+0.00', '+0.00', 0]
['-0.15', '+0.26', '+0.26', '-0.28', '-0.12', '+0.10', '+0.00', '+0.00', 2]
['-0.15', '+0.26', '+0.26', '-0.24', '-0.11', '+0.10', '+0.00', '+0.00', 2]
['-0.15', '+0.25', '+0.25', '-0.27', '-0.10', '+0.15', '+0.00', '+0.00', 1]
['-0.14', '+0.25', '+0.25', '-0.30', '-0.10', '+0.15', '+0.00', '+0.00', 0]
['-0.14', '+0.24', '+0.24', '-0.27', '-0.09', '+0.13', '+0.00', '+0.00', 2]
['-0.14', '+0.24', '+0.27', '-0.23', '-0.08', '+0.14', '+0.00', '+0.00', 2]
['-0.14', '+0.24', '+0.27', '-0.26', '-0.08', '+0.14', '+0.00', '+0.00', 0]
['-0.13', '+0.23', '+0.27', '-0.29', '-0.07', '+0.14', '+0.00', '+0.00', 0]
['-0.13', '+0.23', '+0.28', '-0.25', '-0.06', '+0.15', '+0.00', '+0.00', 2]
['-0.13', '+0.22', '+0.28', '-0.27', '-0.05', '+0.15', '+0.00', '+0.00', 0]
['-0.12', '+0.22', '+0.29', '-0.25', '-0.05', '+0.15', '+0.00', '+0.00', 2]
['-0.12', '+0.22', '+0.29', '-0.28', '-0.04', '+0.15', '+0.00', '+0.00', 0]
['-0.12', '+0.21', '+0.29', '-0.27', '-0.03', '+0.15', '+0.00', '+0.00', 2]
['-0.12', '+0.21', '+0.30', '-0.24', '-0.02', '+0.16', '+0.00', '+0.00', 2]
['-0.11', '+0.21', '+0.30', '-0.27', '-0.02', '+0.16', '+0.00', '+0.00', 0]
['-0.11', '+0.20', '+0.30', '-0.26', '-0.01', '+0.16', '+0.00', '+0.00', 2]
['-0.11', '+0.20', '+0.30', '-0.24', '-0.00', '+0.16', '+0.00', '+0.00', 2]
['-0.10', '+0.19', '+0.29', '-0.24', '+0.01', '+0.15', '+0.00', '+0.00', 2]
['-0.10', '+0.19', '+0.30', '-0.22', '+0.02', '+0.16', '+0.00', '+0.00', 2]
['-0.10', '+0.19', '+0.30', '-0.24', '+0.02', '+0.16', '+0.00', '+0.00', 0]
['-0.09', '+0.18', '+0.31', '-0.23', '+0.03', '+0.17', '+0.00', '+0.00', 2]
['-0.09', '+0.18', '+0.32', '-0.25', '+0.04', '+0.14', '+0.00', '+0.00', 3]
['-0.09', '+0.18', '+0.33', '-0.21', '+0.05', '+0.15', '+0.00', '+0.00', 2]
['-0.08', '+0.17', '+0.33', '-0.24', '+0.05', '+0.15', '+0.00', '+0.00', 0]
['-0.08', '+0.17', '+0.33', '-0.20', '+0.06', '+0.15', '+0.00', '+0.00', 2]
['-0.08', '+0.17', '+0.33', '-0.22', '+0.07', '+0.15', '+0.00', '+0.00', 0]
['-0.07', '+0.16', '+0.33', '-0.25', '+0.08', '+0.15', '+0.00', '+0.00', 0]
['-0.07', '+0.16', '+0.31', '-0.23', '+0.08', '+0.14', '+0.00', '+0.00', 2]
['-0.07', '+0.16', '+0.30', '-0.20', '+0.09', '+0.14', '+0.00', '+0.00', 2]
['-0.06', '+0.15', '+0.30', '-0.23', '+0.10', '+0.14', '+0.00', '+0.00', 0]
['-0.06', '+0.15', '+0.28', '-0.20', '+0.10', '+0.13', '+0.00', '+0.00', 2]
['-0.06', '+0.15', '+0.29', '-0.22', '+0.11', '+0.08', '+0.00', '+0.00', 3]
['-0.06', '+0.14', '+0.29', '-0.19', '+0.11', '+0.09', '+0.00', '+0.00', 2]
['-0.05', '+0.14', '+0.29', '-0.22', '+0.12', '+0.09', '+0.00', '+0.00', 0]
['-0.05', '+0.14', '+0.27', '-0.20', '+0.12', '+0.08', '+0.00', '+0.00', 2]
['-0.05', '+0.13', '+0.27', '-0.23', '+0.12', '+0.08', '+0.00', '+0.00', 0]
['-0.04', '+0.13', '+0.27', '-0.23', '+0.13', '+0.08', '+0.00', '+0.00', 2]
['-0.04', '+0.13', '+0.26', '-0.22', '+0.13', '+0.08', '+0.00', '+0.00', 2]
['-0.04', '+0.12', '+0.25', '-0.20', '+0.14', '+0.08', '+0.00', '+0.00', 2]
['-0.04', '+0.12', '+0.25', '-0.23', '+0.14', '+0.08', '+0.00', '+0.00', 0]
['-0.03', '+0.12', '+0.25', '-0.20', '+0.14', '+0.09', '+0.00', '+0.00', 2]
['-0.03', '+0.12', '+0.25', '-0.17', '+0.15', '+0.10', '+0.00', '+0.00', 2]
['-0.03', '+0.11', '+0.26', '-0.20', '+0.15', '+0.06', '+0.00', '+0.00', 3]
['-0.03', '+0.11', '+0.26', '-0.22', '+0.16', '+0.06', '+0.00', '+0.00', 0]
['-0.02', '+0.11', '+0.23', '-0.19', '+0.16', '+0.05', '+0.00', '+0.00', 2]
['-0.02', '+0.10', '+0.23', '-0.22', '+0.16', '+0.05', '+0.00', '+0.00', 0]
['-0.02', '+0.10', '+0.21', '-0.20', '+0.16', '+0.04', '+0.00', '+0.00', 2]
['-0.02', '+0.10', '+0.20', '-0.16', '+0.16', '+0.04', '+0.00', '+0.00', 2]
['-0.02', '+0.10', '+0.20', '-0.19', '+0.17', '+0.04', '+0.00', '+0.00', 0]
['-0.01', '+0.09', '+0.19', '-0.19', '+0.17', '+0.03', '+0.00', '+0.00', 2]
['-0.01', '+0.09', '+0.17', '-0.15', '+0.17', '+0.04', '+0.00', '+0.00', 2]
['-0.01', '+0.09', '+0.17', '-0.18', '+0.17', '+0.04', '+0.00', '+0.00', 0]
['-0.01', '+0.08', '+0.17', '-0.21', '+0.17', '+0.04', '+0.00', '+0.00', 0]
['-0.01', '+0.08', '+0.16', '-0.18', '+0.18', '+0.04', '+0.00', '+0.00', 2]
['-0.01', '+0.08', '+0.17', '-0.20', '+0.18', '+0.00', '+0.00', '+0.00', 3]
['-0.00', '+0.08', '+0.18', '-0.20', '+0.18', '+0.02', '+0.00', '+0.00', 2]
['-0.00', '+0.07', '+0.16', '-0.18', '+0.18', '+0.01', '+0.00', '+0.00', 2]
['-0.00', '+0.07', '+0.15', '-0.18', '+0.18', '+0.01', '+0.00', '+0.00', 2]
['+0.00', '+0.07', '+0.12', '-0.14', '+0.18', '-0.01', '+0.00', '+0.00', 2]
['+0.00', '+0.07', '+0.12', '-0.17', '+0.18', '-0.01', '+0.00', '+0.00', 0]
['+0.00', '+0.06', '+0.10', '-0.13', '+0.18', '-0.01', '+0.00', '+0.00', 2]
['+0.00', '+0.06', '+0.10', '-0.16', '+0.18', '-0.01', '+0.00', '+0.00', 0]
['+0.00', '+0.06', '+0.10', '-0.19', '+0.18', '-0.01', '+0.00', '+0.00', 0]
['+0.01', '+0.06', '+0.07', '-0.16', '+0.17', '-0.02', '+0.00', '+0.00', 2]
['+0.01', '+0.05', '+0.08', '-0.15', '+0.17', '-0.00', '+0.00', '+0.00', 2]
['+0.01', '+0.05', '+0.08', '-0.18', '+0.17', '-0.00', '+0.00', '+0.00', 0]
['+0.01', '+0.05', '+0.05', '-0.17', '+0.17', '-0.02', '+0.00', '+0.00', 2]
['+0.01', '+0.05', '+0.02', '-0.15', '+0.17', '-0.04', '+0.00', '+0.00', 2]
['+0.01', '+0.04', '+0.01', '-0.11', '+0.17', '-0.04', '+0.00', '+0.00', 2]
['+0.01', '+0.04', '+0.01', '-0.14', '+0.17', '-0.04', '+0.00', '+0.00', 0]
['+0.01', '+0.04', '+0.01', '-0.16', '+0.17', '-0.04', '+0.00', '+0.00', 0]
['+0.01', '+0.04', '+0.00', '-0.13', '+0.16', '-0.03', '+0.00', '+0.00', 2]
