['-0.00', '+0.94', '-0.13', '-0.15', '+0.00', '-0.01', '+0.00', '+0.00', 3]
['-0.21', '+0.52', '-0.01', '-0.55', '-0.30', '+0.03', '+0.00', '+0.00', 2]
['-0.21', '+0.52', '+0.00', '-0.52', '-0.30', '+0.01', '+0.00', '+0.00', 2]
['-0.21', '+0.51', '-0.00', '-0.55', '-0.30', '+0.04', '+0.00', '+0.00', 1]
['-0.21', '+0.50', '+0.03', '-0.51', '-0.30', '+0.05', '+0.00', '+0.00', 2]
['-0.21', '+0.49', '+0.02', '-0.53', '-0.29', '+0.08', '+0.00', '+0.00', 1]
['-0.21', '+0.48', '+0.04', '-0.51', '-0.29', '+0.08', '+0.00', '+0.00', 2]
['-0.21', '+0.48', '+0.08', '-0.48', '-0.29', '+0.09', '+0.00', '+0.00', 2]
['-0.21', '+0.47', '+0.09', '-0.45', '-0.28', '+0.08', '+0.00', '+0.00', 2]
['-0.21', '+0.46', '+0.08', '-0.47', '-0.27', '+0.13', '+0.00', '+0.00', 1]
['-0.21', '+0.46', '+0.09', '-0.45', '-0.27', '+0.11', '+0.00', '+0.00', 2]
['-0.21', '+0.45', '+0.12', '-0.44', '-0.26', '+0.12', '+0.00', '+0.00', 2]
['-0.20', '+0.44', '+0.12', '-0.43', '-0.26', '+0.11', '+0.00', '+0.00', 2]
['-0.20', '+0.44', '+0.14', '-0.41', '-0.25', '+0.12', '+0.00', '+0.00', 2]
['-0.20', '+0.43', '+0.14', '-0.44', '-0.25', '+0.12', '+0.00', '+0.00', 0]
['-0.20', '+0.42', '+0.17', '-0.44', '-0.24', '+0.14', '+0.00', '+0.00', 2]
['-0.20', '+0.42', '+0.18', '-0.43', '-0.23', '+0.13', '+0.00', '+0.00', 2]
['-0.20', '+0.41', '+0.20', '-0.40', '-0.23', '+0.13', '+0.00', '+0.00', 2]
['-0.19', '+0.41', '+0.20', '-0.43', '-0.22', '+0.13', '+0.00', '+0.00', 0]
['-0.19', '+0.40', '+0.23', '-0.39', '-0.21', '+0.15', '+0.00', '+0.00', 2]
['-0.19', '+0.39', '+0.23', '-0.42', '-0.20', '+0.15', '+0.00', '+0.00', 0]
['-0.19', '+0.39', '+0.25', '-0.40', '-0.20', '+0.15', '+0.00', '+0.00', 2]
['-0.18', '+0.38', '+0.26', '-0.39', '-0.19', '+0.15', '+0.00', '+0.00', 2]
['-0.18', '+0.38', '+0.26', '-0.37', '-0.18', '+0.13', '+0.00', '+0.00', 2]
['-0.18', '+0.37', '+0.26', '-0.40', '-0.18', '+0.13', '+0.00', '+0.00', 0]
['-0.18', '+0.36', '+0.27', '-0.38', '-0.17', '+0.13', '+0.00', '+0.00', 2]
['-0.17', '+0.36', '+0.29', '-0.35', '-0.16', '+0.14', '+0.00', '+0.00', 2]
['-0.17', '+0.35', '+0.29', '-0.38', '-0.16', '+0.14', '+0.00', '+0.00', 0]
['-0.17', '+0.35', '+0.29', '-0.38', '-0.15', '+0.13', '+0.00', '+0.00', 2]
['-0.16', '+0.34', '+0.28', '-0.37', '-0.14', '+0.12', '+0.00', '+0.00', 2]
['-0.16', '+0.34', '+0.30', '-0.36', '-0.14', '+0.12', '+0.00', '+0.00', 2]
['-0.16', '+0.33', '+0.32', '-0.36', '-0.13', '+0.14', '+0.00', '+0.00', 2]
['-0.15', '+0.33', '+0.33', '-0.35', '-0.12', '+0.15', '+0.00', '+0.00', 2]
['-0.15', '+0.32', '+0.35', '-0.34', '-0.11', '+0.15', '+0.00', '+0.00', 2]
['-0.15', '+0.32', '+0.36', '-0.33', '-0.11', '+0.16', '+0.00', '+0.00', 2]
['-0.14', '+0.31', '+0.36', '-0.35', '-0.10', '+0.16', '+0.00', '+0.00', 0]
['-0.14', '+0.31', '+0.38', '-0.32', '-0.09', '+0.17', '+0.00', '+0.00', 2]
['-0.13', '+0.30', '+0.38', '-0.34', '-0.08', '+0.17', '+0.00', '+0.00', 0]
['-0.13', '+0.30', '+0.40', '-0.34', '-0.07', '+0.19', '+0.00', '+0.00', 2]
['-0.13', '+0.29', '+0.39', '-0.33', '-0.06', '+0.17', '+0.00', '+0.00', 2]
['-0.12', '+0.29', '+0.40', '-0.28', '-0.05', '+0.18', '+0.00', '+0.00', 2]
['-0.12', '+0.28', '+0.40', '-0.31', '-0.05', '+0.18', '+0.00', '+0.00', 0]
['-0.11', '+0.28', '+0.40', '-0.34', '-0.04', '+0.18', '+0.00', '+0.00', 0]
['-0.11', '+0.27', '+0.40', '-0.30', '-0.03', '+0.18', '+0.00', '+0.00', 2]
['-0.11', '+0.27', '+0.40', '-0.33', '-0.02', '+0.18', '+0.00', '+0.00', 0]
['-0.10', '+0.26', '+0.41', '-0.33', '-0.01', '+0.18', '+0.00', '+0.00', 2]
['-0.10', '+0.26', '+0.43', '-0.30', '+0.00', '+0.20', '+0.00', '+0.00', 2]
['-0.09', '+0.25', '+0.43', '-0.33', '+0.01', '+0.20', '+0.00', '+0.00', 0]
['-0.09', '+0.25', '+0.43', '-0.29', '+0.02', '+0.20', '+0.00', '+0.00', 2]
['-0.08', '+0.24', '+0.43', '-0.32', '+0.03', '+0.20', '+0.00', '+0.00', 0]
['-0.08', '+0.24', '+0.42', '-0.31', '+0.04', '+0.20', '+0.00', '+0.00', 2]
['-0.08', '+0.23', '+0.43', '-0.29', '+0.05', '+0.21', '+0.00', '+0.00', 2]
['-0.07', '+0.23', '+0.43', '-0.31', '+0.06', '+0.21', '+0.00', '+0.00', 0]
['-0.07', '+0.23', '+0.42', '-0.31', '+0.07', '+0.19', '+0.00', '+0.00', 2]
['-0.06', '+0.22', '+0.43', '-0.31', '+0.08', '+0.21', '+0.00', '+0.00', 2]
['-0.06', '+0.22', '+0.43', '-0.28', '+0.09', '+0.22', '+0.00', '+0.00', 2]
['-0.05', '+0.21', '+0.44', '-0.31', '+0.10', '+0.18', '+0.00', '+0.00', 3]
['-0.05', '+0.21', '+0.41', '-0.27', '+0.11', '+0.17', '+0.00', '+0.00', 2]
['-0.05', '+0.20', '+0.41', '-0.30', '+0.12', '+0.17', '+0.00', '+0.00', 0]
['-0.04', '+0.20', '+0.42', '-0.28', '+0.13', '+0.18', '+0.00', '+0.00', 2]
['-0.04', '+0.20', '+0.42', '-0.29', '+0.14', '+0.19', '+0.00', '+0.00', 2]
['-0.03', '+0.19', '+0.43', '-0.27', '+0.14', '+0.20', '+0.00', '+0.00', 2]
['-0.03', '+0.19', '+0.44', '-0.29', '+0.15', '+0.16', '+0.00', '+0.00', 3]
['-0.02', '+0.18', '+0.43', '-0.28', '+0.16', '+0.16', '+0.00', '+0.00', 2]
['-0.02', '+0.18', '+0.42', '-0.27', '+0.17', '+0.17', '+0.00', '+0.00', 2]
['-0.01', '+0.17', '+0.43', '-0.30', '+0.18', '+0.12', '+0.00', '+0.00', 3]
['-0.01', '+0.17', '+0.42', '-0.27', '+0.18', '+0.12', '+0.00', '+0.00', 2]
['-0.01', '+0.17', '+0.40', '-0.24', '+0.19', '+0.12', '+0.00', '+0.00', 2]
['-0.00', '+0.16', '+0.40', '-0.27', '+0.19', '+0.12', '+0.00', '+0.00', 0]
['+0.00', '+0.16', '+0.39', '-0.25', '+0.20', '+0.12', '+0.00', '+0.00', 2]
['+0.01', '+0.15', '+0.39', '-0.28', '+0.21', '+0.12', '+0.00', '+0.00', 0]
['+0.01', '+0.15', '+0.36', '-0.24', '+0.21', '+0.11', '+0.00', '+0.00', 2]
['+0.01', '+0.15', '+0.36', '-0.27', '+0.22', '+0.11', '+0.00', '+0.00', 0]
['+0.02', '+0.14', '+0.35', '-0.26', '+0.22', '+0.11', '+0.00', '+0.00', 2]
['+0.02', '+0.14', '+0.33', '-0.23', '+0.23', '+0.12', '+0.00', '+0.00', 2]
['+0.02', '+0.14', '+0.34', '-0.25', '+0.23', '+0.08', '+0.00', '+0.00', 3]
['+0.03', '+0.13', '+0.33', '-0.21', '+0.24', '+0.10', '+0.00', '+0.00', 2]
['+0.03', '+0.13', '+0.33', '-0.23', '+0.24', '+0.10', '+0.00', '+0.00', 0]
['+0.03', '+0.13', '+0.33', '-0.23', '+0.25', '+0.10', '+0.00', '+0.00', 2]
['+0.04', '+0.12', '+0.31', '-0.21', '+0.25', '+0.10', '+0.00', '+0.00', 2]
['+0.04', '+0.12', '+0.32', '-0.24', '+0.25', '+0.07', '+0.00', '+0.00', 3]
['+0.04', '+0.12', '+0.29', '-0.20', '+0.26', '+0.06', '+0.00', '+0.00', 2]
['+0.05', '+0.11', '+0.27', '-0.18', '+0.26', '+0.06', '+0.00', '+0.00', 2]
['+0.05', '+0.11', '+0.27', '-0.20', '+0.26', '+0.06', '+0.00', '+0.00', 0]
['+0.05', '+0.11', '+0.24', '-0.20', '+0.27', '+0.04', '+0.00', '+0.00', 2]
['+0.05', '+0.10', '+0.20', '-0.18', '+0.27', '+0.03', '+0.00', '+0.00', 2]
['+0.05', '+0.10', '+0.17', '-0.15', '+0.27', '+0.01', '+0.00', '+0.00', 2]
['+0.06', '+0.10', '+0.18', '-0.18', '+0.27', '-0.02', '+0.00', '+0.00', 3]
['+0.06', '+0.10', '+0.16', '-0.17', '+0.27', '-0.02', '+0.00', '+0.00', 2]
['+0.06', '+0.09', '+0.15', '-0.16', '+0.26', '-0.02', '+0.00', '+0.00', 2]
['+0.06', '+0.09', '+0.15', '-0.19', '+0.26', '-0.02', '+0.00', '+0.00', 0]
['+0.06', '+0.09', '+0.12', '-0.16', '+0.26', '-0.02', '+0.00', '+0.00', 2]
['+0.06', '+0.09', '+0.11', '-0.16', '+0.26', '-0.03', '+0.00', '+0.00', 2]
['+0.06', '+0.09', '+0.09', '-0.13', '+0.26', '-0.02', '+0.00', '+0.00', 2]
['+0.06', '+0.08', '+0.10', '-0.15', '+0.26', '-0.05', '+0.00', '+0.00', 3]
['+0.07', '+0.08', '+0.09', '-0.15', '+0.26', '-0.05', '+0.00', '+0.00', 2]
['+0.07', '+0.08', '+0.06', '-0.12', '+0.25', '-0.05', '+0.00', '+0.00', 2]
['+0.07', '+0.08', '+0.06', '-0.15', '+0.25', '-0.05', '+0.00', '+0.00', 0]
['+0.07', '+0.07', '+0.05', '-0.14', '+0.25', '-0.05', '+0.00', '+0.00', 2]
['+0.07', '+0.07', '+0.03', '-0.13', '+0.24', '-0.06', '+0.00', '+0.00', 2]
['+0.07', '+0.07', '+0.03', '-0.16', '+0.24', '-0.06', '+0.00', '+0.00', 0]
['+0.07', '+0.07', '+0.02', '-0.14', '+0.24', '-0.05', '+0.00', '+0.00', 2]
['+0.07', '+0.07', '-0.01', '-0.13', '+0.24', '-0.07', '+0.00', '+0.00', 2]
['+0.07', '+0.06', '-0.01', '-0.16', '+0.23', '-0.07', '+0.00', '+0.00', 0]
['+0.07', '+0.06', '-0.04', '-0.13', '+0.23', '-0.08', '+0.00', '+0.00', 2]
['+0.07', '+0.06', '-0.05', '-0.12', '+0.22', '-0.08', '+0.00', '+0.00', 2]
['+0.07', '+0.06', '-0.05', '-0.15', '+0.22', '-0.08', '+0.00', '+0.00', 0]
['+0.07', '+0.06', '-0.05', '-0.15', '+0.22', '-0.07', '+0.00', '+0.00', 2]
['+0.06', '+0.05', '-0.07', '-0.14', '+0.21', '-0.08', '+0.00', '+0.00', 2]
['+0.06', '+0.05', '-0.07', '-0.13', '+0.21', '-0.06', '+0.00', '+0.00', 2]
['+0.06', '+0.05', '-0.06', '-0.15', '+0.21', '-0.10', '+0.00', '+0.00', 3]
['+0.06', '+0.05', '-0.07', '-0.12', '+0.20', '-0.09', '+0.00', '+0.00', 2]
['+0.06', '+0.05', '-0.07', '-0.10', '+0.20', '-0.08', '+0.00', '+0.00', 2]
['+0.06', '+0.04', '-0.07', '-0.13', '+0.19', '-0.08', '+0.00', '+0.00', 0]
['+0.06', '+0.04', '-0.10', '-0.11', '+0.19', '-0.09', '+0.00', '+0.00', 2]
['+0.06', '+0.04', '-0.10', '-0.13', '+0.18', '-0.09', '+0.00', '+0.00', 0]
['+0.06', '+0.04', '-0.10', '-0.09', '+0.18', '-0.07', '+0.00', '+0.00', 2]
['+0.06', '+0.04', '-0.09', '-0.12', '+0.17', '-0.11', '+0.00', '+0.00', 3]
['+0.06', '+0.04', '-0.09', '-0.10', '+0.17', '-0.10', '+0.00', '+0.00', 2]
['+0.06', '+0.03', '-0.09', '-0.13', '+0.16', '-0.10', '+0.00', '+0.00', 0]
['+0.05', '+0.03', '-0.09', '-0.11', '+0.16', '-0.09', '+0.00', '+0.00', 2]
['+0.05', '+0.03', '-0.09', '-0.07', '+0.16', '-0.08', '+0.00', '+0.00', 2]
['+0.05', '+0.03', '-0.09', '-0.09', '+0.15', '-0.08', '+0.00', '+0.00', 0]
['+0.05', '+0.03', '-0.09', '-0.12', '+0.15', '-0.08', '+0.00', '+0.00', 0]
['+0.05', '+0.03', '-0.08', '-0.12', '+0.14', '-0.06', '+0.00', '+0.00', 2]
['+0.05', '+0.02', '-0.07', '-0.10', '+0.14', '-0.04', '+0.00', '+0.00', 2]
['+0.05', '+0.02', '-0.06', '-0.12', '+0.14', '-0.09', '+0.00', '+0.00', 3]
['+0.05', '+0.02', '-0.06', '-0.08', '+0.13', '-0.08', '+0.00', '+0.00', 2]
['+0.05', '+0.02', '-0.06', '-0.11', '+0.13', '-0.08', '+0.00', '+0.00', 0]
['+0.05', '+0.02', '-0.08', '-0.07', '+0.13', '-0.08', '+0.00', '+0.00', 2]
['+0.05', '+0.02', '-0.08', '-0.09', '+0.12', '-0.08', '+0.00', '+0.00', 0]
['+0.05', '+0.02', '-0.10', '-0.07', '+0.12', '-0.10', '+0.00', '+0.00', 2]
['+0.04', '+0.01', '-0.10', '-0.10', '+0.11', '-0.10', '+0.00', '+0.00', 0]
['+0.04', '+0.01', '-0.11', '-0.09', '+0.11', '-0.09', '+0.00', '+0.00', 2]
['+0.04', '+0.01', '-0.12', '-0.07', '+0.10', '-0.10', '+0.00', '+0.00', 2]
['+0.04', '+0.01', '-0.12', '-0.10', '+0.10', '-0.10', '+0.00', '+0.00', 0]
['+0.04', '+0.01', '-0.12', '-0.08', '+0.09', '-0.10', '+0.00', '+0.00', 2]
['+0.04', '+0.01', '-0.12', '-0.11', '+0.09', '-0.10', '+0.00', '+0.00', 0]
['+0.04', '+0.01', '-0.13', '-0.10', '+0.08', '-0.10', '+0.00', '+0.00', 2]
['+0.04', '+0.01', '-0.13', '-0.06', '+0.07', '-0.23', '+0.00', '+1.00', 2]
['+0.03', '+0.00', '-0.13', '-0.08', '+0.06', '-0.31', '+0.00', '+1.00', 0]
['+0.03', '+0.00', '-0.13', '-0.10', '+0.04', '-0.38', '+0.00', '+1.00', 0]
['+0.03', '+0.00', '-0.12', '-0.09', '+0.02', '-0.37', '+0.00', '+1.00', 2]
['+0.03', '-0.00', '-0.12', '-0.11', '-0.00', '-0.39', '+0.00', '+1.00', 0]
['+0.03', '-0.00', '-0.12', '-0.05', '-0.01', '-0.16', '+1.00', '+1.00', 2]
['+0.03', '-0.00', '-0.11', '-0.03', '-0.01', '-0.09', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.10', '-0.01', '-0.01', '-0.02', '+1.00', '+1.00', 0]
['+0.03', '-0.00', '-0.09', '+0.02', '-0.01', '+0.05', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.08', '+0.03', '-0.01', '+0.11', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.07', '+0.04', '+0.00', '+0.13', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.07', '+0.02', '+0.00', '+0.06', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.07', '-0.00', '+0.00', '-0.02', '+0.00', '+1.00', 0]
['+0.02', '-0.00', '-0.07', '-0.03', '-0.00', '-0.09', '+0.00', '+1.00', 0]
['+0.02', '-0.00', '-0.06', '-0.00', '-0.00', '-0.01', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.05', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.05', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.04', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.04', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.03', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.02', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.02', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.01', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.01', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00', 0]
['-0.01', '+0.93', '-0.34', '-0.34', '+0.01', '+0.05', '+0.00', '+0.00', 3]
['-0.01', '+0.93', '-0.34', '-0.37', '+0.01', '+0.02', '+0.00', '+0.00', 3]
['-0.01', '+0.92', '-0.32', '-0.40', '+0.01', '-0.03', '+0.00', '+0.00', 3]
['-0.02', '+0.91', '-0.31', '-0.42', '+0.00', '-0.07', '+0.00', '+0.00', 3]
['-0.02', '+0.91', '-0.31', '-0.45', '-0.00', '-0.11', '+0.00', '+0.00', 3]
['-0.02', '+0.90', '-0.31', '-0.48', '-0.01', '-0.11', '+0.00', '+0.00', 0]
['-0.03', '+0.89', '-0.31', '-0.50', '-0.01', '-0.11', '+0.00', '+0.00', 0]
['-0.03', '+0.88', '-0.31', '-0.53', '-0.02', '-0.11', '+0.00', '+0.00', 0]
['-0.03', '+0.88', '-0.30', '-0.56', '-0.02', '-0.11', '+0.00', '+0.00', 0]
['-0.04', '+0.87', '-0.30', '-0.58', '-0.03', '-0.11', '+0.00', '+0.00', 0]
['-0.04', '+0.86', '-0.30', '-0.61', '-0.04', '-0.11', '+0.00', '+0.00', 0]
['-0.04', '+0.85', '-0.30', '-0.64', '-0.04', '-0.11', '+0.00', '+0.00', 0]
['-0.04', '+0.84', '-0.30', '-0.66', '-0.05', '-0.11', '+0.00', '+0.00', 0]
['-0.05', '+0.83', '-0.30', '-0.69', '-0.05', '-0.11', '+0.00', '+0.00', 0]
['-0.05', '+0.82', '-0.30', '-0.72', '-0.06', '-0.11', '+0.00', '+0.00', 0]
['-0.05', '+0.81', '-0.30', '-0.74', '-0.06', '-0.11', '+0.00', '+0.00', 0]
['-0.06', '+0.79', '-0.30', '-0.77', '-0.07', '-0.11', '+0.00', '+0.00', 0]
['-0.06', '+0.78', '-0.30', '-0.80', '-0.07', '-0.11', '+0.00', '+0.00', 0]
['-0.06', '+0.77', '-0.30', '-0.82', '-0.08', '-0.11', '+0.00', '+0.00', 0]
['-0.07', '+0.76', '-0.30', '-0.85', '-0.08', '-0.11', '+0.00', '+0.00', 0]
['-0.07', '+0.74', '-0.30', '-0.84', '-0.09', '-0.11', '+0.00', '+0.00', 2]
['-0.07', '+0.73', '-0.31', '-0.82', '-0.09', '-0.12', '+0.00', '+0.00', 2]
['-0.08', '+0.72', '-0.29', '-0.80', '-0.10', '-0.11', '+0.00', '+0.00', 2]
['-0.08', '+0.71', '-0.30', '-0.79', '-0.11', '-0.12', '+0.00', '+0.00', 2]
['-0.08', '+0.70', '-0.31', '-0.79', '-0.11', '-0.14', '+0.00', '+0.00', 2]
['-0.08', '+0.68', '-0.31', '-0.77', '-0.12', '-0.15', '+0.00', '+0.00', 2]
['-0.09', '+0.67', '-0.31', '-0.78', '-0.13', '-0.15', '+0.00', '+0.00', 2]
['-0.09', '+0.66', '-0.30', '-0.76', '-0.14', '-0.15', '+0.00', '+0.00', 2]
['-0.09', '+0.65', '-0.31', '-0.76', '-0.14', '-0.16', '+0.00', '+0.00', 2]
['-0.10', '+0.64', '-0.30', '-0.77', '-0.15', '-0.16', '+0.00', '+0.00', 2]
['-0.10', '+0.63', '-0.31', '-0.75', '-0.16', '-0.18', '+0.00', '+0.00', 2]
['-0.10', '+0.62', '-0.31', '-0.73', '-0.17', '-0.19', '+0.00', '+0.00', 2]
['-0.11', '+0.61', '-0.32', '-0.76', '-0.18', '-0.14', '+0.00', '+0.00', 1]
['-0.11', '+0.59', '-0.29', '-0.74', '-0.18', '-0.12', '+0.00', '+0.00', 2]
['-0.11', '+0.58', '-0.29', '-0.70', '-0.19', '-0.14', '+0.00', '+0.00', 2]
['-0.12', '+0.57', '-0.28', '-0.69', '-0.20', '-0.14', '+0.00', '+0.00', 2]
['-0.12', '+0.56', '-0.28', '-0.68', '-0.20', '-0.15', '+0.00', '+0.00', 2]
['-0.12', '+0.55', '-0.24', '-0.66', '-0.21', '-0.13', '+0.00', '+0.00', 2]
['-0.12', '+0.54', '-0.24', '-0.63', '-0.22', '-0.14', '+0.00', '+0.00', 2]
['-0.13', '+0.53', '-0.24', '-0.66', '-0.22', '-0.11', '+0.00', '+0.00', 1]
['-0.13', '+0.52', '-0.23', '-0.66', '-0.23', '-0.10', '+0.00', '+0.00', 2]
['-0.13', '+0.51', '-0.23', '-0.64', '-0.23', '-0.12', '+0.00', '+0.00', 2]
['-0.13', '+0.50', '-0.22', '-0.64', '-0.24', '-0.12', '+0.00', '+0.00', 2]
['-0.14', '+0.50', '-0.21', '-0.63', '-0.25', '-0.12', '+0.00', '+0.00', 2]
['-0.14', '+0.49', '-0.22', '-0.65', '-0.25', '-0.08', '+0.00', '+0.00', 1]
['-0.14', '+0.48', '-0.20', '-0.61', '-0.25', '-0.09', '+0.00', '+0.00', 2]
['-0.14', '+0.47', '-0.16', '-0.57', '-0.26', '-0.08', '+0.00', '+0.00', 2]
['-0.14', '+0.46', '-0.16', '-0.57', '-0.26', '-0.08', '+0.00', '+0.00', 2]
['-0.14', '+0.45', '-0.17', '-0.60', '-0.26', '-0.04', '+0.00', '+0.00', 1]
['-0.15', '+0.44', '-0.13', '-0.56', '-0.27', '-0.03', '+0.00', '+0.00', 2]
['-0.15', '+0.43', '-0.11', '-0.52', '-0.27', '-0.03', '+0.00', '+0.00', 2]
['-0.15', '+0.43', '-0.11', '-0.51', '-0.27', '-0.04', '+0.00', '+0.00', 2]
['-0.15', '+0.42', '-0.12', '-0.53', '-0.27', '-0.00', '+0.00', '+0.00', 1]
['-0.15', '+0.41', '-0.10', '-0.53', '-0.27', '+0.00', '+0.00', '+0.00', 2]
['-0.15', '+0.40', '-0.10', '-0.53', '-0.27', '-0.01', '+0.00', '+0.00', 2]
['-0.15', '+0.39', '-0.07', '-0.52', '-0.27', '+0.00', '+0.00', '+0.00', 2]
['-0.15', '+0.39', '-0.05', '-0.49', '-0.27', '+0.00', '+0.00', '+0.00', 2]
['-0.15', '+0.38', '-0.02', '-0.48', '-0.27', '+0.01', '+0.00', '+0.00', 2]
['-0.15', '+0.37', '-0.02', '-0.48', '-0.27', '+0.00', '+0.00', '+0.00', 2]
['-0.15', '+0.37', '-0.00', '-0.45', '-0.27', '-0.00', '+0.00', '+0.00', 2]
['-0.15', '+0.36', '-0.01', '-0.47', '-0.27', '+0.04', '+0.00', '+0.00', 1]
['-0.15', '+0.35', '+0.02', '-0.43', '-0.26', '+0.05', '+0.00', '+0.00', 2]
['-0.15', '+0.35', '+0.04', '-0.39', '-0.26', '+0.04', '+0.00', '+0.00', 2]
['-0.15', '+0.34', '+0.03', '-0.42', '-0.26', '+0.08', '+0.00', '+0.00', 1]
['-0.15', '+0.33', '+0.04', '-0.40', '-0.25', '+0.07', '+0.00', '+0.00', 2]
['-0.15', '+0.33', '+0.08', '-0.39', '-0.25', '+0.09', '+0.00', '+0.00', 2]
['-0.15', '+0.32', '+0.08', '-0.38', '-0.25', '+0.08', '+0.00', '+0.00', 2]
['-0.15', '+0.32', '+0.08', '-0.37', '-0.24', '+0.07', '+0.00', '+0.00', 2]
['-0.15', '+0.31', '+0.08', '-0.34', '-0.24', '+0.05', '+0.00', '+0.00', 2]
['-0.15', '+0.31', '+0.08', '-0.36', '-0.24', '+0.08', '+0.00', '+0.00', 1]
['-0.15', '+0.30', '+0.08', '-0.35', '-0.23', '+0.08', '+0.00', '+0.00', 2]
['-0.15', '+0.30', '+0.11', '-0.34', '-0.23', '+0.09', '+0.00', '+0.00', 2]
['-0.14', '+0.29', '+0.11', '-0.31', '-0.22', '+0.08', '+0.00', '+0.00', 2]
['-0.14', '+0.29', '+0.10', '-0.34', '-0.22', '+0.12', '+0.00', '+0.00', 1]
['-0.14', '+0.28', '+0.14', '-0.32', '-0.21', '+0.14', '+0.00', '+0.00', 2]
['-0.14', '+0.28', '+0.15', '-0.28', '-0.20', '+0.13', '+0.00', '+0.00', 2]
['-0.14', '+0.27', '+0.15', '-0.31', '-0.20', '+0.13', '+0.00', '+0.00', 0]
['-0.14', '+0.27', '+0.18', '-0.28', '-0.19', '+0.15', '+0.00', '+0.00', 2]
['-0.13', '+0.26', '+0.18', '-0.30', '-0.18', '+0.15', '+0.00', '+0.00', 0]
['-0.13', '+0.26', '+0.21', '-0.29', '-0.18', '+0.16', '+0.00', '+0.00', 2]
