['+0.01', '+0.94', '+0.68', '+0.09', '-0.01', '-0.11', '+0.00', '+0.00', 1]
['+0.23', '+0.44', '+0.13', '-0.44', '+0.27', '+0.03', '+0.00', '+0.00', 0]
['+0.23', '+0.43', '+0.10', '-0.44', '+0.27', '+0.02', '+0.00', '+0.00', 2]
['+0.23', '+0.42', '+0.10', '-0.43', '+0.27', '+0.03', '+0.00', '+0.00', 2]
['+0.23', '+0.42', '+0.09', '-0.39', '+0.27', '+0.04', '+0.00', '+0.00', 2]
['+0.23', '+0.41', '+0.10', '-0.42', '+0.27', '-0.00', '+0.00', '+0.00', 3]
['+0.23', '+0.41', '+0.09', '-0.42', '+0.27', '-0.00', '+0.00', '+0.00', 2]
['+0.24', '+0.40', '+0.07', '-0.42', '+0.27', '-0.02', '+0.00', '+0.00', 2]
['+0.24', '+0.39', '+0.04', '-0.39', '+0.27', '-0.02', '+0.00', '+0.00', 2]
['+0.24', '+0.39', '+0.03', '-0.36', '+0.27', '-0.01', '+0.00', '+0.00', 2]
['+0.24', '+0.38', '+0.04', '-0.39', '+0.27', '-0.05', '+0.00', '+0.00', 3]
['+0.24', '+0.38', '+0.02', '-0.37', '+0.26', '-0.05', '+0.00', '+0.00', 2]
['+0.24', '+0.37', '+0.01', '-0.34', '+0.26', '-0.04', '+0.00', '+0.00', 2]
['+0.24', '+0.37', '+0.01', '-0.36', '+0.26', '-0.04', '+0.00', '+0.00', 0]
['+0.24', '+0.36', '-0.01', '-0.34', '+0.26', '-0.03', '+0.00', '+0.00', 2]
['+0.24', '+0.36', '-0.02', '-0.31', '+0.26', '-0.03', '+0.00', '+0.00', 2]
['+0.24', '+0.35', '-0.02', '-0.34', '+0.25', '-0.06', '+0.00', '+0.00', 3]
['+0.24', '+0.35', '-0.02', '-0.31', '+0.25', '-0.05', '+0.00', '+0.00', 2]
['+0.24', '+0.34', '-0.02', '-0.34', '+0.25', '-0.05', '+0.00', '+0.00', 0]
['+0.24', '+0.34', '-0.03', '-0.31', '+0.25', '-0.04', '+0.00', '+0.00', 2]
['+0.23', '+0.33', '-0.04', '-0.29', '+0.25', '-0.03', '+0.00', '+0.00', 2]
['+0.23', '+0.33', '-0.03', '-0.31', '+0.24', '-0.06', '+0.00', '+0.00', 3]
['+0.23', '+0.32', '-0.06', '-0.31', '+0.24', '-0.08', '+0.00', '+0.00', 2]
['+0.23', '+0.32', '-0.08', '-0.27', '+0.24', '-0.07', '+0.00', '+0.00', 2]
['+0.23', '+0.32', '-0.08', '-0.29', '+0.23', '-0.07', '+0.00', '+0.00', 0]
['+0.23', '+0.31', '-0.11', '-0.27', '+0.23', '-0.08', '+0.00', '+0.00', 2]
['+0.23', '+0.31', '-0.11', '-0.30', '+0.22', '-0.08', '+0.00', '+0.00', 0]
['+0.23', '+0.30', '-0.10', '-0.30', '+0.22', '-0.07', '+0.00', '+0.00', 2]
['+0.23', '+0.30', '-0.10', '-0.30', '+0.22', '-0.05', '+0.00', '+0.00', 2]
['+0.23', '+0.29', '-0.10', '-0.29', '+0.21', '-0.05', '+0.00', '+0.00', 2]
['+0.23', '+0.29', '-0.12', '-0.28', '+0.21', '-0.05', '+0.00', '+0.00', 2]
['+0.22', '+0.28', '-0.11', '-0.31', '+0.21', '-0.08', '+0.00', '+0.00', 3]
['+0.22', '+0.28', '-0.12', '-0.29', '+0.20', '-0.08', '+0.00', '+0.00', 2]
['+0.22', '+0.28', '-0.12', '-0.27', '+0.20', '-0.07', '+0.00', '+0.00', 2]
['+0.22', '+0.27', '-0.13', '-0.25', '+0.20', '-0.06', '+0.00', '+0.00', 2]
['+0.22', '+0.27', '-0.13', '-0.27', '+0.20', '-0.06', '+0.00', '+0.00', 0]
['+0.22', '+0.26', '-0.14', '-0.26', '+0.19', '-0.05', '+0.00', '+0.00', 2]
['+0.22', '+0.26', '-0.12', '-0.28', '+0.19', '-0.10', '+0.00', '+0.00', 3]
['+0.22', '+0.26', '-0.14', '-0.24', '+0.18', '-0.10', '+0.00', '+0.00', 2]
['+0.21', '+0.25', '-0.16', '-0.21', '+0.18', '-0.10', '+0.00', '+0.00', 2]
['+0.21', '+0.25', '-0.16', '-0.24', '+0.17', '-0.10', '+0.00', '+0.00', 0]
['+0.21', '+0.25', '-0.17', '-0.20', '+0.17', '-0.10', '+0.00', '+0.00', 2]
['+0.21', '+0.24', '-0.17', '-0.23', '+0.16', '-0.10', '+0.00', '+0.00', 0]
['+0.21', '+0.24', '-0.17', '-0.25', '+0.16', '-0.10', '+0.00', '+0.00', 0]
['+0.20', '+0.24', '-0.19', '-0.22', '+0.15', '-0.10', '+0.00', '+0.00', 2]
['+0.20', '+0.23', '-0.19', '-0.24', '+0.15', '-0.10', '+0.00', '+0.00', 0]
['+0.20', '+0.23', '-0.21', '-0.21', '+0.14', '-0.11', '+0.00', '+0.00', 2]
['+0.20', '+0.23', '-0.21', '-0.24', '+0.14', '-0.11', '+0.00', '+0.00', 0]
['+0.20', '+0.22', '-0.22', '-0.21', '+0.13', '-0.11', '+0.00', '+0.00', 2]
['+0.19', '+0.22', '-0.22', '-0.24', '+0.13', '-0.11', '+0.00', '+0.00', 0]
['+0.19', '+0.22', '-0.22', '-0.20', '+0.12', '-0.10', '+0.00', '+0.00', 2]
['+0.19', '+0.21', '-0.22', '-0.23', '+0.12', '-0.10', '+0.00', '+0.00', 0]
['+0.19', '+0.21', '-0.23', '-0.20', '+0.11', '-0.10', '+0.00', '+0.00', 2]
['+0.18', '+0.21', '-0.23', '-0.23', '+0.11', '-0.10', '+0.00', '+0.00', 0]
['+0.18', '+0.20', '-0.23', '-0.22', '+0.10', '-0.09', '+0.00', '+0.00', 2]
['+0.18', '+0.20', '-0.24', '-0.22', '+0.10', '-0.10', '+0.00', '+0.00', 2]
['+0.18', '+0.20', '-0.26', '-0.22', '+0.09', '-0.11', '+0.00', '+0.00', 2]
['+0.17', '+0.19', '-0.26', '-0.18', '+0.09', '-0.10', '+0.00', '+0.00', 2]
['+0.17', '+0.19', '-0.26', '-0.21', '+0.08', '-0.10', '+0.00', '+0.00', 0]
['+0.17', '+0.19', '-0.25', '-0.17', '+0.08', '-0.09', '+0.00', '+0.00', 2]
['+0.17', '+0.19', '-0.25', '-0.19', '+0.07', '-0.09', '+0.00', '+0.00', 0]
['+0.16', '+0.18', '-0.26', '-0.17', '+0.07', '-0.09', '+0.00', '+0.00', 2]
['+0.16', '+0.18', '-0.26', '-0.20', '+0.06', '-0.09', '+0.00', '+0.00', 0]
['+0.16', '+0.18', '-0.27', '-0.18', '+0.06', '-0.09', '+0.00', '+0.00', 2]
['+0.16', '+0.17', '-0.27', '-0.21', '+0.05', '-0.09', '+0.00', '+0.00', 0]
['+0.15', '+0.17', '-0.27', '-0.20', '+0.05', '-0.09', '+0.00', '+0.00', 2]
['+0.15', '+0.17', '-0.29', '-0.16', '+0.04', '-0.11', '+0.00', '+0.00', 2]
['+0.15', '+0.17', '-0.29', '-0.19', '+0.04', '-0.11', '+0.00', '+0.00', 0]
['+0.14', '+0.16', '-0.29', '-0.15', '+0.03', '-0.11', '+0.00', '+0.00', 2]
['+0.14', '+0.16', '-0.29', '-0.18', '+0.03', '-0.11', '+0.00', '+0.00', 0]
['+0.14', '+0.16', '-0.29', '-0.21', '+0.02', '-0.11', '+0.00', '+0.00', 0]
['+0.14', '+0.16', '-0.31', '-0.18', '+0.02', '-0.12', '+0.00', '+0.00', 2]
['+0.13', '+0.15', '-0.31', '-0.20', '+0.01', '-0.12', '+0.00', '+0.00', 0]
['+0.13', '+0.15', '-0.29', '-0.19', '+0.01', '-0.10', '+0.00', '+0.00', 2]
['+0.13', '+0.15', '-0.28', '-0.17', '+0.00', '-0.09', '+0.00', '+0.00', 2]
['+0.12', '+0.14', '-0.28', '-0.20', '-0.00', '-0.09', '+0.00', '+0.00', 0]
['+0.12', '+0.14', '-0.28', '-0.19', '-0.01', '-0.09', '+0.00', '+0.00', 2]
['+0.12', '+0.14', '-0.27', '-0.16', '-0.01', '-0.09', '+0.00', '+0.00', 2]
['+0.12', '+0.14', '-0.27', '-0.18', '-0.02', '-0.09', '+0.00', '+0.00', 0]
['+0.11', '+0.13', '-0.27', '-0.18', '-0.02', '-0.08', '+0.00', '+0.00', 2]
['+0.11', '+0.13', '-0.28', '-0.16', '-0.02', '-0.10', '+0.00', '+0.00', 2]
['+0.11', '+0.13', '-0.28', '-0.18', '-0.03', '-0.10', '+0.00', '+0.00', 0]
['+0.10', '+0.13', '-0.27', '-0.18', '-0.03', '-0.09', '+0.00', '+0.00', 2]
['+0.10', '+0.12', '-0.27', '-0.17', '-0.04', '-0.08', '+0.00', '+0.00', 2]
['+0.10', '+0.12', '-0.25', '-0.18', '-0.04', '-0.07', '+0.00', '+0.00', 2]
['+0.10', '+0.12', '-0.25', '-0.15', '-0.05', '-0.08', '+0.00', '+0.00', 2]
['+0.09', '+0.12', '-0.25', '-0.17', '-0.05', '-0.08', '+0.00', '+0.00', 0]
['+0.09', '+0.11', '-0.27', '-0.16', '-0.05', '-0.09', '+0.00', '+0.00', 2]
['+0.09', '+0.11', '-0.27', '-0.18', '-0.06', '-0.09', '+0.00', '+0.00', 0]
['+0.09', '+0.11', '-0.27', '-0.14', '-0.06', '-0.10', '+0.00', '+0.00', 2]
['+0.08', '+0.11', '-0.27', '-0.17', '-0.07', '-0.10', '+0.00', '+0.00', 0]
['+0.08', '+0.10', '-0.27', '-0.15', '-0.07', '-0.11', '+0.00', '+0.00', 2]
['+0.08', '+0.10', '-0.27', '-0.18', '-0.08', '-0.11', '+0.00', '+0.00', 0]
['+0.07', '+0.10', '-0.28', '-0.16', '-0.08', '-0.12', '+0.00', '+0.00', 2]
['+0.07', '+0.10', '-0.25', '-0.12', '-0.09', '-0.10', '+0.00', '+0.00', 2]
['+0.07', '+0.09', '-0.25', '-0.14', '-0.09', '-0.10', '+0.00', '+0.00', 0]
['+0.07', '+0.09', '-0.25', '-0.17', '-0.10', '-0.10', '+0.00', '+0.00', 0]
['+0.06', '+0.09', '-0.23', '-0.15', '-0.10', '-0.09', '+0.00', '+0.00', 2]
['+0.06', '+0.09', '-0.23', '-0.17', '-0.11', '-0.09', '+0.00', '+0.00', 0]
['+0.06', '+0.08', '-0.23', '-0.16', '-0.11', '-0.09', '+0.00', '+0.00', 2]
['+0.06', '+0.08', '-0.22', '-0.14', '-0.12', '-0.09', '+0.00', '+0.00', 2]
['+0.05', '+0.08', '-0.23', '-0.16', '-0.12', '-0.05', '+0.00', '+0.00', 1]
['+0.05', '+0.08', '-0.22', '-0.13', '-0.12', '-0.06', '+0.00', '+0.00', 2]
['+0.05', '+0.08', '-0.22', '-0.16', '-0.13', '-0.06', '+0.00', '+0.00', 0]
['+0.05', '+0.07', '-0.20', '-0.14', '-0.13', '-0.05', '+0.00', '+0.00', 2]
['+0.05', '+0.07', '-0.20', '-0.16', '-0.13', '-0.05', '+0.00', '+0.00', 0]
['+0.04', '+0.07', '-0.18', '-0.16', '-0.13', '-0.03', '+0.00', '+0.00', 2]
['+0.04', '+0.07', '-0.16', '-0.15', '-0.13', '-0.02', '+0.00', '+0.00', 2]
['+0.04', '+0.06', '-0.16', '-0.12', '-0.14', '-0.03', '+0.00', '+0.00', 2]
['+0.04', '+0.06', '-0.16', '-0.15', '-0.14', '-0.03', '+0.00', '+0.00', 0]
['+0.04', '+0.06', '-0.14', '-0.14', '-0.14', '-0.02', '+0.00', '+0.00', 2]
['+0.04', '+0.06', '-0.14', '-0.16', '-0.14', '-0.02', '+0.00', '+0.00', 0]
['+0.04', '+0.06', '-0.12', '-0.13', '-0.14', '-0.02', '+0.00', '+0.00', 2]
['+0.03', '+0.05', '-0.12', '-0.15', '-0.14', '-0.02', '+0.00', '+0.00', 0]
['+0.03', '+0.05', '-0.13', '-0.13', '-0.14', '-0.03', '+0.00', '+0.00', 2]
['+0.03', '+0.05', '-0.12', '-0.14', '-0.14', '-0.03', '+0.00', '+0.00', 2]
['+0.03', '+0.05', '-0.12', '-0.10', '-0.15', '-0.04', '+0.00', '+0.00', 2]
['+0.03', '+0.05', '-0.13', '-0.12', '-0.15', '+0.00', '+0.00', '+0.00', 1]
['+0.03', '+0.04', '-0.13', '-0.15', '-0.15', '+0.00', '+0.00', '+0.00', 0]
['+0.03', '+0.04', '-0.10', '-0.11', '-0.14', '+0.02', '+0.00', '+0.00', 2]
['+0.03', '+0.04', '-0.10', '-0.14', '-0.14', '+0.02', '+0.00', '+0.00', 0]
['+0.03', '+0.04', '-0.08', '-0.12', '-0.14', '+0.03', '+0.00', '+0.00', 2]
['+0.02', '+0.04', '-0.07', '-0.10', '-0.14', '+0.02', '+0.00', '+0.00', 2]
['+0.02', '+0.04', '-0.07', '-0.13', '-0.14', '+0.02', '+0.00', '+0.00', 0]
['+0.02', '+0.03', '-0.08', '-0.13', '-0.14', '+0.02', '+0.00', '+0.00', 2]
['+0.02', '+0.03', '-0.07', '-0.11', '-0.14', '+0.01', '+0.00', '+0.00', 2]
['+0.02', '+0.03', '-0.07', '-0.14', '-0.14', '+0.01', '+0.00', '+0.00', 0]
['+0.02', '+0.03', '-0.06', '-0.11', '-0.14', '+0.01', '+0.00', '+0.00', 2]
['+0.02', '+0.03', '-0.06', '-0.14', '-0.14', '+0.01', '+0.00', '+0.00', 0]
['+0.02', '+0.02', '-0.05', '-0.14', '-0.14', '+0.02', '+0.00', '+0.00', 2]
['+0.02', '+0.02', '-0.05', '-0.10', '-0.14', '+0.01', '+0.00', '+0.00', 2]
['+0.02', '+0.02', '-0.05', '-0.13', '-0.13', '+0.01', '+0.00', '+0.00', 0]
['+0.02', '+0.02', '-0.05', '-0.09', '-0.14', '-0.01', '+0.00', '+0.00', 2]
['+0.02', '+0.02', '-0.05', '-0.12', '-0.13', '+0.03', '+0.00', '+0.00', 1]
['+0.02', '+0.02', '-0.04', '-0.10', '-0.13', '+0.03', '+0.00', '+0.00', 2]
['+0.02', '+0.01', '-0.04', '-0.12', '-0.13', '+0.03', '+0.00', '+0.00', 0]
['+0.02', '+0.01', '-0.01', '-0.08', '-0.13', '+0.04', '+0.00', '+0.00', 2]
['+0.02', '+0.01', '-0.01', '-0.11', '-0.13', '+0.04', '+0.00', '+0.00', 0]
['+0.02', '+0.01', '+0.01', '-0.09', '-0.12', '+0.06', '+0.00', '+0.00', 2]
['+0.02', '+0.01', '-0.00', '-0.09', '-0.11', '+0.36', '+1.00', '+0.00', 0]
['+0.02', '+0.01', '-0.00', '-0.11', '-0.08', '+0.43', '+1.00', '+0.00', 0]
['+0.02', '+0.01', '+0.01', '-0.09', '-0.06', '+0.44', '+1.00', '+0.00', 2]
['+0.02', '+0.00', '+0.01', '-0.12', '-0.04', '+0.44', '+1.00', '+0.00', 0]
['+0.02', '+0.00', '+0.01', '-0.08', '-0.02', '+0.44', '+1.00', '+0.00', 2]
['+0.02', '+0.00', '+0.01', '-0.10', '+0.00', '+0.44', '+0.00', '+0.00', 0]
['+0.02', '-0.00', '+0.02', '-0.13', '+0.02', '+0.40', '+0.00', '+1.00', 3]
['+0.02', '-0.00', '+0.04', '-0.11', '+0.03', '+0.12', '+0.00', '+1.00', 2]
['+0.02', '-0.00', '+0.02', '-0.02', '+0.03', '+0.08', '+1.00', '+1.00', 2]
['+0.02', '-0.00', '+0.01', '-0.00', '+0.04', '+0.01', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.01', '+0.01', '+0.03', '-0.04', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.01', '+0.03', '+0.03', '-0.09', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.01', '+0.03', '+0.02', '-0.12', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.01', '+0.04', '+0.02', '-0.12', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.01', '+0.03', '+0.01', '-0.11', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.01', '+0.03', '+0.01', '-0.09', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.01', '+0.02', '+0.00', '-0.07', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.01', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.00', '-0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.00', '-0.00', '+0.00', '-0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '-0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.02', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00', 0]
['+0.01', '+0.92', '+0.66', '-0.57', '-0.01', '-0.11', '+0.00', '+0.00', 1]
['+0.02', '+0.91', '+0.65', '-0.60', '-0.02', '-0.07', '+0.00', '+0.00', 1]
['+0.03', '+0.91', '+0.64', '-0.63', '-0.02', '-0.03', '+0.00', '+0.00', 1]
['+0.03', '+0.90', '+0.62', '-0.65', '-0.02', '+0.02', '+0.00', '+0.00', 1]
['+0.04', '+0.89', '+0.62', '-0.68', '-0.01', '+0.05', '+0.00', '+0.00', 1]
['+0.04', '+0.87', '+0.61', '-0.71', '-0.01', '+0.10', '+0.00', '+0.00', 1]
['+0.05', '+0.86', '+0.60', '-0.73', '-0.00', '+0.14', '+0.00', '+0.00', 1]
['+0.06', '+0.85', '+0.59', '-0.76', '+0.01', '+0.17', '+0.00', '+0.00', 1]
['+0.06', '+0.84', '+0.59', '-0.79', '+0.01', '+0.17', '+0.00', '+0.00', 0]
['+0.07', '+0.83', '+0.59', '-0.81', '+0.02', '+0.17', '+0.00', '+0.00', 0]
['+0.07', '+0.82', '+0.59', '-0.84', '+0.03', '+0.17', '+0.00', '+0.00', 0]
['+0.08', '+0.80', '+0.59', '-0.87', '+0.04', '+0.17', '+0.00', '+0.00', 0]
['+0.09', '+0.79', '+0.60', '-0.84', '+0.05', '+0.19', '+0.00', '+0.00', 2]
['+0.09', '+0.78', '+0.60', '-0.87', '+0.06', '+0.19', '+0.00', '+0.00', 0]
['+0.10', '+0.76', '+0.59', '-0.86', '+0.07', '+0.18', '+0.00', '+0.00', 2]
['+0.10', '+0.75', '+0.59', '-0.82', '+0.08', '+0.19', '+0.00', '+0.00', 2]
['+0.11', '+0.74', '+0.57', '-0.79', '+0.09', '+0.17', '+0.00', '+0.00', 2]
['+0.12', '+0.73', '+0.57', '-0.78', '+0.09', '+0.18', '+0.00', '+0.00', 2]
['+0.12', '+0.72', '+0.56', '-0.74', '+0.10', '+0.18', '+0.00', '+0.00', 2]
['+0.13', '+0.71', '+0.56', '-0.77', '+0.11', '+0.18', '+0.00', '+0.00', 0]
['+0.13', '+0.70', '+0.55', '-0.73', '+0.12', '+0.18', '+0.00', '+0.00', 2]
['+0.14', '+0.68', '+0.53', '-0.70', '+0.13', '+0.17', '+0.00', '+0.00', 2]
['+0.14', '+0.67', '+0.53', '-0.72', '+0.14', '+0.17', '+0.00', '+0.00', 0]
['+0.15', '+0.66', '+0.52', '-0.70', '+0.15', '+0.17', '+0.00', '+0.00', 2]
['+0.15', '+0.65', '+0.50', '-0.67', '+0.16', '+0.15', '+0.00', '+0.00', 2]
['+0.16', '+0.64', '+0.47', '-0.65', '+0.16', '+0.14', '+0.00', '+0.00', 2]
['+0.16', '+0.63', '+0.47', '-0.67', '+0.17', '+0.14', '+0.00', '+0.00', 0]
['+0.17', '+0.62', '+0.44', '-0.66', '+0.18', '+0.13', '+0.00', '+0.00', 2]
['+0.17', '+0.61', '+0.44', '-0.65', '+0.18', '+0.14', '+0.00', '+0.00', 2]
['+0.18', '+0.60', '+0.41', '-0.61', '+0.19', '+0.13', '+0.00', '+0.00', 2]
['+0.18', '+0.60', '+0.41', '-0.60', '+0.20', '+0.14', '+0.00', '+0.00', 2]
['+0.18', '+0.59', '+0.40', '-0.56', '+0.20', '+0.14', '+0.00', '+0.00', 2]
['+0.19', '+0.58', '+0.40', '-0.59', '+0.21', '+0.14', '+0.00', '+0.00', 0]
['+0.19', '+0.57', '+0.37', '-0.58', '+0.22', '+0.13', '+0.00', '+0.00', 2]
['+0.20', '+0.56', '+0.36', '-0.55', '+0.22', '+0.13', '+0.00', '+0.00', 2]
['+0.20', '+0.55', '+0.36', '-0.58', '+0.23', '+0.13', '+0.00', '+0.00', 0]
['+0.20', '+0.54', '+0.34', '-0.58', '+0.24', '+0.13', '+0.00', '+0.00', 2]
['+0.21', '+0.54', '+0.32', '-0.55', '+0.24', '+0.13', '+0.00', '+0.00', 2]
['+0.21', '+0.53', '+0.29', '-0.53', '+0.25', '+0.12', '+0.00', '+0.00', 2]
['+0.21', '+0.52', '+0.26', '-0.52', '+0.26', '+0.10', '+0.00', '+0.00', 2]
['+0.22', '+0.51', '+0.25', '-0.49', '+0.26', '+0.11', '+0.00', '+0.00', 2]
['+0.22', '+0.51', '+0.26', '-0.51', '+0.26', '+0.07', '+0.00', '+0.00', 3]
['+0.22', '+0.50', '+0.23', '-0.49', '+0.27', '+0.06', '+0.00', '+0.00', 2]
['+0.22', '+0.49', '+0.21', '-0.45', '+0.27', '+0.06', '+0.00', '+0.00', 2]
['+0.22', '+0.48', '+0.21', '-0.48', '+0.27', '+0.06', '+0.00', '+0.00', 0]
['+0.23', '+0.48', '+0.17', '-0.44', '+0.28', '+0.05', '+0.00', '+0.00', 2]
['+0.23', '+0.47', '+0.18', '-0.46', '+0.28', '+0.01', '+0.00', '+0.00', 3]
['+0.23', '+0.46', '+0.16', '-0.43', '+0.28', '+0.02', '+0.00', '+0.00', 2]
['+0.23', '+0.46', '+0.16', '-0.46', '+0.28', '+0.02', '+0.00', '+0.00', 0]
['+0.23', '+0.45', '+0.14', '-0.44', '+0.28', '+0.02', '+0.00', '+0.00', 2]
['+0.23', '+0.44', '+0.12', '-0.40', '+0.28', '+0.02', '+0.00', '+0.00', 2]
['+0.23', '+0.44', '+0.12', '-0.43', '+0.28', '+0.02', '+0.00', '+0.00', 0]
['+0.24', '+0.43', '+0.10', '-0.42', '+0.28', '+0.02', '+0.00', '+0.00', 2]
['+0.24', '+0.43', '+0.06', '-0.38', '+0.28', '+0.00', '+0.00', '+0.00', 2]
['+0.24', '+0.42', '+0.07', '-0.41', '+0.28', '-0.04', '+0.00', '+0.00', 3]
['+0.24', '+0.41', '+0.05', '-0.37', '+0.28', '-0.03', '+0.00', '+0.00', 2]
['+0.24', '+0.41', '+0.05', '-0.40', '+0.28', '-0.03', '+0.00', '+0.00', 0]
['+0.24', '+0.40', '+0.04', '-0.39', '+0.28', '-0.02', '+0.00', '+0.00', 2]
['+0.24', '+0.40', '+0.05', '-0.39', '+0.28', '-0.01', '+0.00', '+0.00', 2]
['+0.24', '+0.39', '+0.05', '-0.39', '+0.28', '+0.01', '+0.00', '+0.00', 2]
['+0.24', '+0.39', '+0.04', '-0.36', '+0.28', '+0.02', '+0.00', '+0.00', 2]
['+0.24', '+0.38', '+0.05', '-0.38', '+0.28', '-0.03', '+0.00', '+0.00', 3]
['+0.24', '+0.37', '+0.01', '-0.35', '+0.27', '-0.04', '+0.00', '+0.00', 2]
['+0.24', '+0.37', '+0.01', '-0.34', '+0.27', '-0.03', '+0.00', '+0.00', 2]
['+0.24', '+0.36', '+0.01', '-0.36', '+0.27', '-0.03', '+0.00', '+0.00', 0]
['+0.24', '+0.36', '-0.02', '-0.33', '+0.27', '-0.03', '+0.00', '+0.00', 2]
['+0.24', '+0.35', '-0.01', '-0.35', '+0.27', '-0.07', '+0.00', '+0.00', 3]
['+0.24', '+0.35', '-0.03', '-0.33', '+0.26', '-0.07', '+0.00', '+0.00', 2]
['+0.24', '+0.34', '-0.04', '-0.31', '+0.26', '-0.06', '+0.00', '+0.00', 2]
['+0.24', '+0.34', '-0.04', '-0.34', '+0.26', '-0.06', '+0.00', '+0.00', 0]
['+0.24', '+0.33', '-0.05', '-0.33', '+0.25', '-0.06', '+0.00', '+0.00', 2]
['+0.24', '+0.33', '-0.09', '-0.29', '+0.25', '-0.07', '+0.00', '+0.00', 2]
['+0.24', '+0.33', '-0.09', '-0.32', '+0.25', '-0.07', '+0.00', '+0.00', 0]
['+0.24', '+0.32', '-0.10', '-0.31', '+0.24', '-0.07', '+0.00', '+0.00', 2]
['+0.23', '+0.32', '-0.13', '-0.28', '+0.24', '-0.08', '+0.00', '+0.00', 2]
['+0.23', '+0.31', '-0.13', '-0.31', '+0.24', '-0.08', '+0.00', '+0.00', 0]
['+0.23', '+0.31', '-0.14', '-0.29', '+0.23', '-0.07', '+0.00', '+0.00', 2]
['+0.23', '+0.30', '-0.13', '-0.31', '+0.23', '-0.11', '+0.00', '+0.00', 3]
['+0.23', '+0.30', '-0.14', '-0.31', '+0.22', '-0.12', '+0.00', '+0.00', 2]
['+0.23', '+0.29', '-0.16', '-0.28', '+0.22', '-0.12', '+0.00', '+0.00', 2]
['+0.23', '+0.29', '-0.19', '-0.24', '+0.21', '-0.13', '+0.00', '+0.00', 2]
['+0.22', '+0.29', '-0.19', '-0.27', '+0.20', '-0.13', '+0.00', '+0.00', 0]
['+0.22', '+0.28', '-0.23', '-0.24', '+0.20', '-0.14', '+0.00', '+0.00', 2]
['+0.22', '+0.28', '-0.23', '-0.27', '+0.19', '-0.14', '+0.00', '+0.00', 0]
['+0.22', '+0.27', '-0.23', '-0.25', '+0.18', '-0.14', '+0.00', '+0.00', 2]
['+0.21', '+0.27', '-0.23', '-0.28', '+0.17', '-0.14', '+0.00', '+0.00', 0]
['+0.21', '+0.27', '-0.24', '-0.24', '+0.17', '-0.12', '+0.00', '+0.00', 2]
