['-0.40', '-0.03', '+0.05', '-0.02', 1]
['-0.02', '+0.03', '-0.02', '-0.10', 1]
['-0.02', '-0.16', '-0.03', '+0.18', 0]
['-0.02', '+0.03', '-0.02', '-0.12', 1]
['-0.02', '-0.16', '-0.02', '+0.17', 0]
['-0.02', '+0.04', '-0.02', '-0.13', 1]
['-0.02', '-0.16', '-0.02', '+0.15', 0]
['-0.03', '+0.04', '-0.02', '-0.15', 1]
['-0.03', '-0.16', '-0.02', '+0.14', 0]
['-0.03', '+0.04', '-0.02', '-0.16', 1]
['-0.03', '-0.16', '-0.02', '+0.13', 0]
['-0.03', '+0.04', '-0.02', '-0.17', 1]
['-0.03', '-0.16', '-0.02', '+0.11', 0]
['-0.03', '+0.04', '-0.02', '-0.19', 1]
['-0.03', '-0.16', '-0.03', '+0.10', 0]
['-0.04', '+0.04', '-0.02', '-0.20', 1]
['-0.04', '-0.16', '-0.03', '+0.08', 0]
['-0.04', '+0.04', '-0.03', '-0.22', 1]
['-0.04', '-0.16', '-0.03', '+0.06', 0]
['-0.04', '+0.04', '-0.03', '-0.24', 1]
['-0.04', '-0.15', '-0.03', '+0.05', 0]
['-0.04', '+0.04', '-0.03', '-0.26', 1]
['-0.04', '-0.15', '-0.04', '+0.02', 0]
['-0.05', '+0.04', '-0.04', '-0.28', 1]
['-0.04', '-0.15', '-0.04', '-0.00', 0]
['-0.05', '-0.35', '-0.04', '+0.28', 0]
['-0.05', '-0.15', '-0.04', '-0.03', 1]
['-0.06', '-0.35', '-0.04', '+0.25', 0]
['-0.06', '-0.15', '-0.03', '-0.05', 1]
['-0.07', '-0.35', '-0.03', '+0.23', 0]
['-0.07', '-0.15', '-0.03', '-0.07', 1]
['-0.08', '-0.34', '-0.03', '+0.21', 0]
['-0.08', '-0.15', '-0.03', '-0.09', 1]
['-0.09', '-0.34', '-0.03', '+0.19', 0]
['-0.09', '-0.15', '-0.03', '-0.11', 1]
['-0.10', '-0.34', '-0.03', '+0.17', 0]
['-0.10', '-0.15', '-0.02', '-0.13', 1]
['-0.11', '-0.34', '-0.03', '+0.16', 0]
['-0.11', '-0.15', '-0.02', '-0.15', 1]
['-0.12', '-0.34', '-0.03', '+0.14', 0]
['-0.12', '-0.15', '-0.02', '-0.16', 1]
['-0.13', '-0.34', '-0.03', '+0.12', 0]
['-0.13', '-0.14', '-0.02', '-0.18', 1]
['-0.14', '-0.34', '-0.03', '+0.11', 0]
['-0.14', '-0.14', '-0.03', '-0.19', 1]
['-0.15', '-0.34', '-0.03', '+0.09', 0]
['-0.15', '-0.14', '-0.03', '-0.21', 1]
['-0.16', '-0.34', '-0.03', '+0.07', 0]
['-0.16', '-0.53', '-0.03', '+0.35', 0]
['-0.17', '-0.34', '-0.02', '+0.05', 1]
['-0.18', '-0.53', '-0.02', '+0.34', 0]
['-0.19', '-0.34', '-0.02', '+0.04', 1]
['-0.20', '-0.53', '-0.02', '+0.32', 0]
['-0.21', '-0.34', '-0.01', '+0.03', 1]
['-0.21', '-0.53', '-0.01', '+0.32', 0]
['-0.22', '-0.34', '-0.00', '+0.02', 1]
['-0.23', '-0.53', '-0.00', '+0.31', 0]
['-0.24', '-0.34', '+0.00', '+0.02', 1]
['-0.25', '-0.53', '+0.00', '+0.31', 0]
['-0.26', '-0.34', '+0.01', '+0.02', 1]
['-0.27', '-0.53', '+0.01', '+0.32', 0]
['-0.28', '-0.34', '+0.02', '+0.03', 1]
['-0.28', '-0.53', '+0.02', '+0.33', 0]
['-0.29', '-0.34', '+0.02', '+0.04', 1]
['-0.30', '-0.53', '+0.03', '+0.34', 0]
['-0.31', '-0.34', '+0.03', '+0.05', 1]
['-0.32', '-0.53', '+0.03', '+0.36', 0]
['-0.33', '-0.34', '+0.04', '+0.08', 1]
['-0.34', '-0.14', '+0.04', '-0.20', 1]
['-0.34', '-0.34', '+0.04', '+0.10', 0]
['-0.35', '-0.14', '+0.04', '-0.18', 1]
['-0.35', '-0.34', '+0.04', '+0.13', 0]
['-0.35', '-0.15', '+0.04', '-0.16', 1]
['-0.36', '-0.34', '+0.04', '+0.15', 0]
['-0.36', '-0.15', '+0.04', '-0.13', 1]
['-0.37', '-0.34', '+0.04', '+0.17', 0]
['-0.37', '-0.15', '+0.04', '-0.11', 1]
['-0.38', '-0.34', '+0.04', '+0.20', 0]
['-0.38', '-0.15', '+0.04', '-0.08', 1]
['-0.39', '-0.34', '+0.04', '+0.22', 0]
['-0.39', '-0.15', '+0.04', '-0.06', 1]
['-0.40', '-0.35', '+0.04', '+0.25', 0]
['-0.40', '-0.15', '+0.05', '-0.03', 1]
['-0.41', '-0.35', '+0.05', '+0.28', 0]
['-0.41', '-0.15', '+0.05', '-0.00', 1]
['-0.42', '-0.35', '+0.05', '+0.31', 0]
['-0.42', '-0.15', '+0.06', '+0.03', 1]
['-0.43', '+0.04', '+0.06', '-0.24', 1]
['-0.43', '-0.16', '+0.05', '+0.07', 0]
['-0.43', '+0.04', '+0.06', '-0.21', 1]
['-0.43', '-0.16', '+0.05', '+0.10', 0]
['-0.43', '+0.04', '+0.05', '-0.17', 1]
['-0.43', '-0.16', '+0.05', '+0.14', 0]
['-0.43', '+0.04', '+0.05', '-0.14', 1]
['-0.43', '-0.16', '+0.05', '+0.17', 0]
['-0.44', '+0.03', '+0.05', '-0.11', 1]
['-0.44', '-0.16', '+0.05', '+0.20', 0]
['-0.44', '+0.03', '+0.05', '-0.08', 1]
['-0.44', '-0.16', '+0.05', '+0.23', 0]
['-0.44', '+0.03', '+0.06', '-0.04', 1]
['-0.44', '+0.23', '+0.06', '-0.32', 1]
['-0.44', '+0.03', '+0.05', '-0.01', 0]
['-0.44', '+0.22', '+0.05', '-0.28', 1]
['-0.43', '+0.03', '+0.05', '+0.03', 0]
['-0.43', '+0.22', '+0.05', '-0.25', 1]
['-0.43', '+0.03', '+0.04', '+0.06', 0]
['-0.43', '+0.22', '+0.04', '-0.22', 1]
['-0.42', '+0.03', '+0.04', '+0.08', 0]
['-0.42', '+0.22', '+0.04', '-0.20', 1]
['-0.42', '+0.02', '+0.03', '+0.11', 0]
['-0.42', '+0.22', '+0.04', '-0.18', 1]
['-0.41', '+0.02', '+0.03', '+0.13', 0]
['-0.41', '+0.22', '+0.04', '-0.15', 1]
['-0.41', '+0.02', '+0.03', '+0.15', 0]
['-0.41', '+0.22', '+0.04', '-0.13', 1]
['-0.40', '+0.02', '+0.03', '+0.17', 0]
['-0.40', '+0.22', '+0.04', '-0.11', 1]
['-0.40', '+0.02', '+0.03', '+0.19', 0]
['-0.40', '+0.21', '+0.04', '-0.09', 1]
['-0.39', '+0.02', '+0.04', '+0.22', 0]
['-0.39', '+0.21', '+0.04', '-0.06', 1]
['-0.39', '+0.41', '+0.04', '-0.34', 1]
['-0.38', '+0.21', '+0.03', '-0.04', 0]
['-0.38', '+0.41', '+0.03', '-0.32', 1]
['-0.37', '+0.21', '+0.03', '-0.02', 0]
['-0.36', '+0.41', '+0.03', '-0.30', 1]
['-0.36', '+0.21', '+0.02', '-0.00', 0]
['-0.35', '+0.41', '+0.02', '-0.29', 1]
['-0.34', '+0.21', '+0.01', '+0.01', 0]
['-0.34', '+0.41', '+0.01', '-0.28', 1]
['-0.33', '+0.21', '+0.01', '+0.02', 0]
['-0.33', '+0.41', '+0.01', '-0.27', 1]
['-0.32', '+0.21', '+0.00', '+0.02', 0]
['-0.31', '+0.40', '+0.00', '-0.27', 1]
['-0.31', '+0.21', '-0.00', '+0.03', 0]
['-0.30', '+0.40', '-0.00', '-0.27', 1]
['-0.29', '+0.21', '-0.01', '+0.02', 0]
['-0.29', '+0.41', '-0.01', '-0.27', 1]
['-0.28', '+0.21', '-0.01', '+0.02', 0]
['-0.28', '+0.41', '-0.01', '-0.28', 1]
['-0.27', '+0.21', '-0.02', '+0.01', 0]
['-0.26', '+0.41', '-0.02', '-0.29', 1]
['-0.26', '+0.21', '-0.02', '+0.00', 0]
['-0.25', '+0.41', '-0.02', '-0.30', 1]
['-0.24', '+0.21', '-0.03', '-0.01', 0]
['-0.24', '+0.41', '-0.03', '-0.31', 1]
['-0.23', '+0.21', '-0.03', '-0.03', 0]
['-0.23', '+0.41', '-0.04', '-0.33', 1]
['-0.22', '+0.21', '-0.04', '-0.05', 0]
['-0.22', '+0.41', '-0.04', '-0.36', 1]
['-0.21', '+0.21', '-0.05', '-0.08', 0]
['-0.20', '+0.02', '-0.05', '+0.20', 0]
['-0.20', '+0.22', '-0.05', '-0.11', 1]
['-0.20', '+0.02', '-0.05', '+0.17', 0]
['-0.20', '+0.22', '-0.05', '-0.14', 1]
['-0.19', '+0.02', '-0.05', '+0.14', 0]
['-0.19', '+0.22', '-0.05', '-0.17', 1]
['-0.19', '+0.02', '-0.05', '+0.10', 0]
['-0.19', '+0.22', '-0.05', '-0.20', 1]
['-0.18', '+0.03', '-0.05', '+0.07', 0]
['-0.18', '+0.22', '-0.05', '-0.24', 1]
['-0.18', '+0.03', '-0.06', '+0.04', 0]
['-0.18', '+0.22', '-0.05', '-0.27', 1]
['-0.17', '+0.03', '-0.06', '+0.01', 0]
['-0.17', '+0.22', '-0.06', '-0.30', 1]
['-0.17', '+0.03', '-0.07', '-0.03', 0]
['-0.17', '-0.16', '-0.07', '+0.24', 0]
['-0.17', '+0.03', '-0.06', '-0.07', 1]
['-0.17', '-0.16', '-0.06', '+0.20', 0]
['-0.17', '+0.03', '-0.06', '-0.11', 1]
['-0.17', '-0.16', '-0.06', '+0.16', 0]
['-0.18', '+0.04', '-0.06', '-0.15', 1]
['-0.18', '-0.16', '-0.06', '+0.12', 0]
['-0.18', '+0.04', '-0.06', '-0.19', 1]
['-0.18', '-0.16', '-0.06', '+0.08', 0]
['-0.18', '+0.04', '-0.06', '-0.23', 1]
['-0.18', '-0.15', '-0.07', '+0.05', 0]
['-0.18', '+0.04', '-0.06', '-0.27', 1]
['-0.18', '-0.15', '-0.07', '+0.00', 0]
['-0.19', '-0.35', '-0.07', '+0.27', 0]
['-0.19', '-0.15', '-0.06', '-0.04', 1]
['-0.20', '-0.35', '-0.07', '+0.23', 0]
['-0.02', '+0.20', '+0.04', '-0.28', 1]
['-0.01', '+0.01', '+0.03', '+0.03', 0]
['-0.01', '+0.20', '+0.03', '-0.26', 1]
['-0.01', '+0.01', '+0.03', '+0.05', 0]
['-0.01', '+0.20', '+0.03', '-0.24', 1]
['-0.01', '+0.01', '+0.02', '+0.06', 0]
['-0.01', '+0.20', '+0.02', '-0.22', 1]
['-0.00', '+0.01', '+0.02', '+0.08', 0]
['-0.00', '+0.20', '+0.02', '-0.21', 1]
['+0.00', '+0.01', '+0.02', '+0.09', 0]
['+0.00', '+0.20', '+0.02', '-0.20', 1]
['+0.01', '+0.01', '+0.01', '+0.10', 0]
['+0.01', '+0.20', '+0.02', '-0.19', 1]
['+0.01', '+0.00', '+0.01', '+0.11', 0]
['+0.01', '+0.20', '+0.02', '-0.18', 1]
['+0.01', '+0.00', '+0.01', '+0.12', 0]
['+0.01', '+0.20', '+0.01', '-0.17', 1]
['+0.02', '+0.00', '+0.01', '+0.13', 0]
['+0.02', '+0.20', '+0.01', '-0.16', 1]
['+0.02', '+0.00', '+0.01', '+0.14', 0]
['+0.02', '+0.20', '+0.01', '-0.15', 1]
['+0.03', '+0.00', '+0.01', '+0.14', 0]
['+0.03', '+0.20', '+0.01', '-0.15', 1]
['+0.03', '+0.00', '+0.01', '+0.15', 0]
['+0.03', '+0.20', '+0.01', '-0.14', 1]
['+0.03', '+0.00', '+0.01', '+0.16', 0]
['+0.03', '+0.20', '+0.01', '-0.13', 1]
['+0.04', '+0.00', '+0.01', '+0.17', 0]
['+0.04', '+0.20', '+0.01', '-0.12', 1]
['+0.04', '+0.00', '+0.01', '+0.17', 0]
['+0.04', '+0.20', '+0.01', '-0.12', 1]
['+0.05', '+0.00', '+0.01', '+0.18', 0]
['+0.05', '+0.20', '+0.02', '-0.11', 1]
['+0.05', '+0.00', '+0.01', '+0.19', 0]
['+0.05', '+0.20', '+0.02', '-0.10', 1]
['+0.05', '+0.00', '+0.02', '+0.20', 0]
['+0.05', '+0.20', '+0.02', '-0.09', 1]
['+0.06', '+0.39', '+0.02', '-0.37', 1]
['+0.07', '+0.20', '+0.01', '-0.07', 0]
['+0.07', '+0.39', '+0.01', '-0.36', 1]
['+0.08', '+0.19', '+0.00', '-0.07', 0]
['+0.08', '+0.39', '+0.00', '-0.36', 1]
['+0.09', '+0.19', '-0.01', '-0.07', 0]
['+0.09', '+0.39', '-0.01', '-0.36', 1]
['+0.10', '+0.20', '-0.02', '-0.07', 0]
['+0.11', '+0.39', '-0.02', '-0.37', 1]
['+0.11', '+0.20', '-0.02', '-0.08', 0]
['+0.12', '+0.39', '-0.03', '-0.38', 1]
['+0.12', '+0.20', '-0.03', '-0.10', 0]
['+0.13', '+0.00', '-0.04', '+0.18', 0]
['+0.13', '+0.20', '-0.03', '-0.12', 1]
['+0.13', '+0.00', '-0.03', '+0.16', 0]
['+0.13', '+0.20', '-0.03', '-0.14', 1]
['+0.14', '+0.00', '-0.03', '+0.14', 0]
['+0.14', '+0.20', '-0.03', '-0.16', 1]
['+0.14', '+0.00', '-0.03', '+0.12', 0]
['+0.14', '+0.20', '-0.03', '-0.18', 1]
['+0.14', '+0.01', '-0.04', '+0.10', 0]
['+0.14', '+0.20', '-0.03', '-0.20', 1]
['+0.15', '+0.01', '-0.04', '+0.08', 0]
['+0.15', '+0.20', '-0.04', '-0.22', 1]
['+0.15', '+0.01', '-0.04', '+0.06', 0]
['+0.15', '+0.20', '-0.04', '-0.25', 1]
['+0.16', '+0.01', '-0.04', '+0.03', 0]
['+0.16', '+0.20', '-0.04', '-0.27', 1]
['+0.16', '+0.01', '-0.05', '+0.00', 0]
['+0.16', '+0.21', '-0.05', '-0.30', 1]
['+0.17', '+0.01', '-0.05', '-0.03', 0]
['+0.17', '+0.21', '-0.06', '-0.34', 1]
['+0.17', '+0.01', '-0.06', '-0.06', 0]
['+0.17', '-0.18', '-0.06', '+0.21', 0]
['+0.17', '+0.01', '-0.06', '-0.10', 1]
['+0.17', '-0.18', '-0.06', '+0.17', 0]
['+0.16', '+0.02', '-0.06', '-0.14', 1]
['+0.16', '-0.18', '-0.06', '+0.13', 0]
['+0.16', '+0.02', '-0.06', '-0.18', 1]
['+0.16', '-0.18', '-0.06', '+0.10', 0]
['+0.16', '+0.02', '-0.06', '-0.21', 1]
['+0.16', '-0.17', '-0.06', '+0.06', 0]
['+0.15', '+0.02', '-0.06', '-0.25', 1]
['+0.15', '-0.17', '-0.07', '+0.02', 0]
['+0.15', '+0.02', '-0.07', '-0.29', 1]
['+0.15', '-0.17', '-0.07', '-0.02', 0]
['+0.15', '-0.36', '-0.07', '+0.25', 0]
['+0.14', '-0.17', '-0.07', '-0.07', 1]
['+0.14', '-0.36', '-0.07', '+0.20', 0]
['+0.13', '-0.17', '-0.07', '-0.11', 1]
['+0.13', '-0.36', '-0.07', '+0.16', 0]
['+0.12', '-0.16', '-0.07', '-0.15', 1]
['+0.12', '-0.36', '-0.07', '+0.12', 0]
['+0.11', '-0.16', '-0.07', '-0.20', 1]
['+0.11', '-0.36', '-0.07', '+0.07', 0]
['+0.10', '-0.16', '-0.07', '-0.24', 1]
['+0.10', '-0.36', '-0.07', '+0.03', 0]
['+0.09', '-0.55', '-0.07', '+0.30', 0]
['+0.08', '-0.35', '-0.07', '-0.01', 1]
['+0.07', '-0.55', '-0.07', '+0.26', 0]
['+0.06', '-0.35', '-0.06', '-0.06', 1]
['+0.05', '-0.55', '-0.06', '+0.22', 0]
['+0.04', '-0.35', '-0.06', '-0.10', 1]
['+0.03', '-0.54', '-0.06', '+0.18', 0]
['+0.02', '-0.35', '-0.06', '-0.13', 1]
['+0.02', '-0.54', '-0.06', '+0.14', 0]
['+0.01', '-0.35', '-0.06', '-0.17', 1]
['-0.00', '-0.54', '-0.06', '+0.10', 0]
['-0.01', '-0.73', '-0.06', '+0.38', 0]
['-0.03', '-0.54', '-0.05', '+0.07', 1]
['-0.04', '-0.73', '-0.05', '+0.34', 0]
['-0.05', '-0.54', '-0.04', '+0.04', 1]
['-0.06', '-0.73', '-0.04', '+0.31', 0]
['-0.08', '-0.54', '-0.04', '+0.01', 1]
['-0.09', '-0.73', '-0.03', '+0.29', 0]
['-0.10', '-0.54', '-0.03', '-0.01', 1]
['-0.11', '-0.73', '-0.03', '+0.27', 0]
['-0.13', '-0.53', '-0.02', '-0.03', 1]
['-0.14', '-0.73', '-0.02', '+0.25', 0]
['-0.15', '-0.53', '-0.02', '-0.05', 1]
['-0.16', '-0.73', '-0.02', '+0.24', 0]
['-0.18', '-0.53', '-0.02', '-0.06', 1]
['-0.19', '-0.73', '-0.02', '+0.23', 0]
['-0.20', '-0.53', '-0.01', '-0.07', 1]
['-0.21', '-0.73', '-0.01', '+0.22', 0]
['-0.23', '-0.53', '-0.01', '-0.08', 1]
['-0.24', '-0.73', '-0.01', '+0.21', 0]
['-0.25', '-0.53', '-0.01', '-0.08', 1]
['-0.26', '-0.73', '-0.01', '+0.21', 0]
['-0.28', '-0.53', '-0.00', '-0.09', 1]
['-0.29', '-0.73', '-0.01', '+0.20', 0]
['-0.30', '-0.53', '-0.00', '-0.09', 1]
['-0.32', '-0.73', '-0.00', '+0.20', 0]
['-0.33', '-0.53', '+0.00', '-0.09', 1]
['-0.34', '-0.73', '-0.00', '+0.20', 0]
['-0.35', '-0.53', '+0.00', '-0.09', 1]
['-0.37', '-0.73', '+0.00', '+0.20', 0]
['-0.38', '-0.53', '+0.00', '-0.09', 1]
['-0.39', '-0.73', '+0.00', '+0.20', 0]
['-0.41', '-0.53', '+0.01', '-0.09', 1]
['-0.42', '-0.73', '+0.01', '+0.20', 0]
['-0.43', '-0.53', '+0.01', '-0.09', 1]
['-0.44', '-0.73', '+0.01', '+0.21', 0]
['-0.46', '-0.53', '+0.01', '-0.08', 1]
['-0.47', '-0.73', '+0.01', '+0.22', 0]
['-0.48', '-0.53', '+0.01', '-0.07', 1]
['-0.49', '-0.73', '+0.01', '+0.22', 0]
['-0.51', '-0.53', '+0.02', '-0.07', 1]
['-0.52', '-0.73', '+0.02', '+0.23', 0]
['-0.53', '-0.53', '+0.02', '-0.06', 1]
['-0.54', '-0.73', '+0.02', '+0.24', 0]
['-0.56', '-0.53', '+0.02', '-0.04', 1]
['-0.57', '-0.73', '+0.02', '+0.26', 0]
['-0.58', '-0.53', '+0.03', '-0.03', 1]
['-0.59', '-0.73', '+0.03', '+0.27', 0]
['-0.61', '-0.54', '+0.03', '-0.01', 1]
['-0.62', '-0.73', '+0.03', '+0.29', 0]
['-0.63', '-0.54', '+0.04', '+0.01', 1]
['-0.64', '-0.73', '+0.04', '+0.32', 0]
['-0.66', '-0.54', '+0.05', '+0.04', 1]
['-0.67', '-0.73', '+0.05', '+0.34', 0]
['-0.68', '-0.54', '+0.05', '+0.07', 1]
['-0.69', '-0.73', '+0.05', '+0.37', 0]
['-0.71', '-0.54', '+0.06', '+0.10', 1]
['-0.72', '-0.74', '+0.06', '+0.41', 0]
['-0.73', '-0.54', '+0.07', '+0.14', 1]
['-0.74', '-0.74', '+0.08', '+0.45', 0]
['-0.76', '-0.54', '+0.08', '+0.19', 1]
['-0.77', '-0.35', '+0.09', '-0.08', 1]
['-0.78', '-0.55', '+0.09', '+0.24', 0]
['-0.79', '-0.35', '+0.09', '-0.02', 1]
['-0.80', '-0.55', '+0.09', '+0.30', 0]
['-0.81', '-0.36', '+0.10', '+0.03', 1]
['-0.81', '-0.55', '+0.10', '+0.35', 0]
['-0.82', '-0.36', '+0.10', '+0.09', 1]
['-0.83', '-0.55', '+0.11', '+0.42', 0]
['-0.84', '-0.36', '+0.11', '+0.16', 1]
['-0.85', '-0.17', '+0.12', '-0.09', 1]
['-0.85', '-0.36', '+0.12', '+0.23', 0]
['-0.86', '-0.17', '+0.12', '-0.02', 1]
['-0.86', '-0.37', '+0.12', '+0.31', 0]
['-0.87', '-0.17', '+0.13', '+0.05', 1]
['-0.87', '-0.37', '+0.13', '+0.38', 0]
['-0.88', '-0.18', '+0.13', '+0.13', 1]
['-0.89', '+0.02', '+0.14', '-0.11', 1]
['-0.89', '-0.18', '+0.14', '+0.22', 0]
['-0.89', '+0.01', '+0.14', '-0.03', 1]
['-0.89', '-0.19', '+0.14', '+0.30', 0]
['-0.89', '+0.01', '+0.15', '+0.06', 1]
['-0.89', '+0.20', '+0.15', '-0.18', 1]
['-0.89', '+0.00', '+0.14', '+0.15', 0]
['-0.89', '+0.20', '+0.15', '-0.09', 1]
['-0.88', '-0.00', '+0.14', '+0.24', 0]
['-0.88', '+0.19', '+0.15', '-0.00', 1]
['-0.88', '+0.38', '+0.15', '-0.25', 1]
['-0.87', '+0.19', '+0.14', '+0.09', 0]
['-0.87', '+0.38', '+0.15', '-0.15', 1]
['-0.86', '+0.18', '+0.14', '+0.18', 0]
['-0.86', '+0.38', '+0.15', '-0.06', 1]
['-0.85', '+0.18', '+0.14', '+0.27', 0]
['-0.85', '+0.37', '+0.15', '+0.03', 1]
['-0.84', '+0.57', '+0.15', '-0.22', 1]
['-0.83', '+0.37', '+0.15', '+0.12', 0]
['-0.01', '+0.17', '+0.04', '-0.32', 1]
['-0.01', '-0.03', '+0.04', '-0.01', 0]
['-0.01', '+0.17', '+0.04', '-0.29', 1]
['-0.00', '-0.03', '+0.03', '+0.01', 0]
['-0.00', '+0.16', '+0.03', '-0.27', 1]
['+0.00', '-0.03', '+0.03', '+0.03', 0]
['-0.00', '+0.16', '+0.03', '-0.25', 1]
['+0.00', '-0.03', '+0.02', '+0.05', 0]
['+0.00', '+0.16', '+0.02', '-0.24', 1]
['+0.01', '-0.03', '+0.02', '+0.06', 0]
['+0.01', '+0.16', '+0.02', '-0.22', 1]
['+0.01', '-0.03', '+0.01', '+0.07', 0]
['+0.01', '+0.16', '+0.02', '-0.21', 1]
['+0.01', '-0.03', '+0.01', '+0.08', 0]
['+0.01', '+0.16', '+0.01', '-0.21', 1]
['+0.01', '-0.03', '+0.01', '+0.09', 0]
['+0.01', '+0.16', '+0.01', '-0.20', 1]
['+0.02', '-0.03', '+0.01', '+0.10', 0]
['+0.02', '+0.16', '+0.01', '-0.19', 1]
['+0.02', '-0.03', '+0.01', '+0.10', 0]
['+0.02', '+0.16', '+0.01', '-0.19', 1]
['+0.02', '-0.03', '+0.00', '+0.11', 0]
['+0.02', '+0.16', '+0.01', '-0.18', 1]
['+0.02', '-0.03', '+0.00', '+0.11', 0]
['+0.02', '+0.16', '+0.00', '-0.18', 1]
['+0.03', '-0.03', '+0.00', '+0.11', 0]
['+0.03', '+0.16', '+0.00', '-0.18', 1]
['+0.03', '-0.03', '-0.00', '+0.11', 0]
['+0.03', '+0.16', '+0.00', '-0.18', 1]
['+0.03', '-0.03', '-0.00', '+0.11', 0]
['+0.03', '+0.16', '-0.00', '-0.18', 1]
['+0.03', '-0.03', '-0.00', '+0.11', 0]
['+0.03', '+0.16', '-0.00', '-0.18', 1]
['+0.04', '-0.03', '-0.01', '+0.11', 0]
['+0.04', '+0.16', '-0.00', '-0.18', 1]
['+0.04', '-0.03', '-0.01', '+0.11', 0]
['+0.04', '+0.16', '-0.00', '-0.19', 1]
['+0.04', '-0.03', '-0.01', '+0.10', 0]
['+0.04', '+0.16', '-0.01', '-0.19', 1]
['+0.04', '-0.03', '-0.01', '+0.10', 0]
['+0.04', '+0.16', '-0.01', '-0.20', 1]
['+0.05', '-0.03', '-0.01', '+0.09', 0]
['+0.05', '+0.16', '-0.01', '-0.20', 1]
['+0.05', '-0.03', '-0.01', '+0.09', 0]
['+0.05', '+0.16', '-0.01', '-0.21', 1]
['+0.05', '-0.03', '-0.02', '+0.08', 0]
['+0.05', '+0.16', '-0.01', '-0.22', 1]
['+0.05', '-0.03', '-0.02', '+0.07', 0]
['+0.05', '+0.16', '-0.02', '-0.23', 1]
['+0.06', '-0.03', '-0.02', '+0.06', 0]
['+0.06', '+0.16', '-0.02', '-0.24', 1]
['+0.06', '-0.03', '-0.03', '+0.04', 0]
['+0.06', '+0.16', '-0.03', '-0.26', 1]
['+0.06', '-0.03', '-0.03', '+0.03', 0]
['+0.06', '+0.16', '-0.03', '-0.27', 1]
['+0.06', '-0.03', '-0.04', '+0.01', 0]
['+0.06', '+0.17', '-0.03', '-0.29', 1]
['+0.07', '-0.03', '-0.04', '-0.01', 0]
['+0.07', '+0.17', '-0.04', '-0.32', 1]
['+0.07', '-0.03', '-0.05', '-0.04', 0]
['+0.07', '-0.22', '-0.05', '+0.24', 0]
['+0.07', '-0.03', '-0.04', '-0.07', 1]
['+0.06', '-0.22', '-0.04', '+0.21', 0]
['+0.06', '-0.03', '-0.04', '-0.10', 1]
['+0.06', '-0.22', '-0.04', '+0.18', 0]
['+0.06', '-0.02', '-0.04', '-0.12', 1]
['+0.05', '-0.22', '-0.04', '+0.16', 0]
['+0.05', '-0.02', '-0.04', '-0.15', 1]
['+0.05', '-0.22', '-0.04', '+0.13', 0]
['+0.05', '-0.02', '-0.04', '-0.17', 1]
['+0.05', '-0.22', '-0.04', '+0.11', 0]
['+0.04', '-0.02', '-0.04', '-0.20', 1]
['+0.04', '-0.22', '-0.04', '+0.08', 0]
['+0.04', '-0.02', '-0.04', '-0.22', 1]
['+0.04', '-0.21', '-0.05', '+0.06', 0]
['+0.03', '-0.02', '-0.05', '-0.25', 1]
['+0.03', '-0.21', '-0.05', '+0.03', 0]
['+0.03', '-0.41', '-0.05', '+0.30', 0]
['+0.02', '-0.21', '-0.04', '-0.00', 1]
['+0.01', '-0.41', '-0.04', '+0.27', 0]
['+0.01', '-0.21', '-0.04', '-0.03', 1]
['+0.00', '-0.40', '-0.04', '+0.25', 0]
['-0.01', '-0.21', '-0.03', '-0.06', 1]
['-0.01', '-0.40', '-0.04', '+0.23', 0]
['-0.02', '-0.21', '-0.03', '-0.08', 1]
['-0.02', '-0.40', '-0.03', '+0.20', 0]
['-0.03', '-0.21', '-0.03', '-0.10', 1]
['-0.03', '-0.40', '-0.03', '+0.19', 0]
['-0.04', '-0.21', '-0.03', '-0.12', 1]
['-0.05', '-0.40', '-0.03', '+0.17', 0]
['-0.05', '-0.21', '-0.03', '-0.13', 1]
['-0.06', '-0.40', '-0.03', '+0.15', 0]
['-0.07', '-0.20', '-0.02', '-0.15', 1]
['-0.07', '-0.40', '-0.03', '+0.13', 0]
['-0.08', '-0.20', '-0.03', '-0.17', 1]
['-0.08', '-0.40', '-0.03', '+0.12', 0]
['-0.09', '-0.20', '-0.03', '-0.18', 1]
['-0.09', '-0.40', '-0.03', '+0.10', 0]
['-0.10', '-0.20', '-0.03', '-0.20', 1]
['-0.11', '-0.40', '-0.03', '+0.08', 0]
['-0.11', '-0.20', '-0.03', '-0.22', 1]
['-0.12', '-0.40', '-0.03', '+0.06', 0]
['-0.13', '-0.59', '-0.03', '+0.34', 0]
['-0.14', '-0.40', '-0.03', '+0.04', 1]
['-0.15', '-0.59', '-0.03', '+0.33', 0]
['-0.16', '-0.39', '-0.02', '+0.03', 1]
['-0.17', '-0.59', '-0.02', '+0.31', 0]
['-0.18', '-0.39', '-0.01', '+0.01', 1]
['-0.19', '-0.59', '-0.01', '+0.30', 0]
['-0.20', '-0.39', '-0.01', '+0.01', 1]
['-0.21', '-0.59', '-0.01', '+0.30', 0]
['-0.22', '-0.39', '+0.00', '+0.00', 1]
['-0.23', '-0.59', '+0.00', '+0.30', 0]
['-0.24', '-0.39', '+0.01', '+0.00', 1]
['-0.24', '-0.59', '+0.01', '+0.30', 0]
['-0.26', '-0.39', '+0.01', '+0.01', 1]
['-0.26', '-0.59', '+0.01', '+0.30', 0]
['-0.28', '-0.39', '+0.02', '+0.01', 1]
